Identifier 	SK_SC_1	SK_TC_1	SK_SC_2	SK_TC_2	H3B_Ortho_1	H3B_Ortho_2	H3B_Ortho_3	H3B_SC_1	H3B_SC_2	H3B_TC_1	H3B_TC_2	HCC_06	HCC_07	HCC_08	HCC_09	HCC_10	HCC_11	HCC_12	HCC_13	HCC_14	HCC_15	HUH7_Ortho_1	HUH7_SC_1	HUH7_SC_2	HUH7_SC_3	HUH7_TC_1	HUH7_TC_2	NNL_01	NNL_02	NNL_03	NNL_04	NNL_05	Cluster_Number	Cluster_Repr	
NM_000998	444.19	1292.41	438.44	1373.75	748.42	409.07	807.8	683.66	764.8	577.7	858.49	318.35	550.74	892.85	1573.11	390.76	254.2	301.77	448.21	353.91	723.23	529.84	458.5	767.45	675.1	926.92	1003.44	246.59	272.78	288.46	268.52	231.33	4	3902	
NM_000992	351.75	911.32	478.23	1081.65	579.54	532.74	692.83	636.06	675.33	315.24	475.28	453.28	709.18	872.13	749.96	376.55	268.54	249.1	255.67	350.78	793.74	305.4	354.16	570.58	597.54	513.44	752.94	235.7	285.01	298.26	257.69	475.66	4	3902	
NM_003973	335.99	1169.61	387.69	910.95	918.73	685.12	994.91	968.98	914.29	588.34	875.71	432.52	522.51	683.02	931.77	342.65	261.54	384.26	260.72	353.29	968.03	644.84	694.44	862.82	868.88	1629.01	1308.96	213.21	320.02	295.21	280.64	227.67	4	3902	
NM_000977	759.37	1568.17	636.95	1194.25	517.66	425.05	510.29	650.73	696.69	397.41	548.81	417.96	550.35	1170.67	600.28	324.3	328.88	311.08	416.56	325.42	415.97	438.92	388.83	632.9	570.33	672.75	993.61	197.46	259.4	325.35	206.58	296.26	4	3902	
NM_000982	487.36	1014.7	482.93	1380.24	720.53	552.39	1385.64	661.93	907.71	824.09	1339.06	394.62	604.56	404.55	1353.53	342.68	358.92	337.95	349.27	608.45	795.32	424.21	503.94	829.42	666.14	1084.43	1153.69	342.69	463.88	412.06	462.35	317.64	4	3902	
NM_000970	510.11	1006.02	536.93	1021.81	534.17	362.43	686.75	543.92	601.7	623.39	838.3	289.06	315.58	613.6	1236.6	311.72	221.49	299.25	429.83	391.94	734.57	597.1	586.98	893.62	881.66	1413.06	1394.77	222.65	262.49	264.2	224.05	240.56	4	3902	
NM_005030	510.87	1302.59	591.28	1720.87	828.8	562.46	983.85	775.0	932.27	554.06	896.54	453.18	728.72	820.02	1852.71	473.94	303.24	278.54	617.78	367.6	1138.39	532.43	557.88	926.36	912.71	1113.72	1166.33	266.03	311.75	292.31	300.15	342.96	4	3902	
NM_000975	407.42	973.92	356.89	1002.76	617.26	480.08	1033.85	676.74	802.1	481.24	756.78	276.25	909.74	420.93	660.82	192.95	219.15	343.42	399.96	392.72	867.13	427.13	484.61	789.47	845.05	817.52	946.76	233.37	433.47	339.34	303.79	335.79	4	3902	
NM_001018	394.03	1157.62	350.7	1032.14	1007.37	968.25	1330.48	1225.39	1353.87	1187.21	1608.74	262.22	536.13	917.41	1454.34	473.0	374.62	246.07	347.56	532.94	621.43	591.73	541.33	978.17	973.66	1688.69	1490.36	188.82	400.53	286.56	289.93	336.19	4	3902	
NM_007209	326.01	888.92	335.39	802.03	846.08	665.78	903.35	857.2	916.67	605.91	884.77	393.04	242.02	802.46	805.53	303.3	255.1	415.98	257.7	294.38	623.8	436.97	419.1	884.5	643.3	1005.27	953.17	271.36	261.14	306.91	245.17	269.34	4	3902	
NM_000509	8.64	0.48	0.33	0.93	599.65	348.03	641.63	376.49	512.62	88.75	78.55	4230.63	4.48	423.41	121.44	1843.65	1194.56	333.92	1432.67	443.44	196.16	93.07	135.81	323.67	270.74	226.1	236.23	4088.39	3573.14	2596.55	2476.29	2738.33	5	1859	
NM_021871	9.58	0.59	0.63	0.21	575.87	448.12	630.01	509.5	581.92	135.2	358.68	3932.92	5.11	656.81	343.81	2132.41	1313.53	378.13	977.85	475.75	86.77	121.28	169.01	405.68	324.12	251.73	177.61	3609.69	3246.82	2920.8	2561.97	3358.7	5	1859	
NM_005141	26.98	2.29	0.73	2.09	2867.05	1444.22	320.52	2222.09	1684.54	96.82	255.47	10672.79	5.26	2347.01	582.38	4503.79	3832.9	817.05	3545.2	1704.93	1183.5	408.09	628.97	1322.07	1283.99	1167.16	683.3	10387.63	8341.93	7700.0	7014.59	8569.3	5	1859	
NM_001015	224.77	938.67	282.43	766.55	335.65	268.68	427.26	387.76	503.75	383.32	461.61	231.58	237.99	576.65	1047.44	285.91	200.75	380.31	313.4	475.84	567.86	419.83	365.73	612.28	593.27	719.4	996.87	181.86	242.81	196.02	186.55	201.29	6	17474	
NM_002954	319.75	776.97	308.33	1215.44	671.24	490.06	884.56	753.75	859.87	745.06	887.13	323.74	566.72	456.98	1705.76	234.42	196.73	272.83	378.08	291.85	519.31	351.12	276.3	514.58	460.44	871.37	906.52	221.65	276.23	220.12	215.1	166.36	6	17474	
NM_001031	214.03	531.82	216.7	524.82	519.91	542.39	596.11	633.06	678.04	434.81	645.44	181.59	356.8	775.1	956.08	421.56	298.63	191.6	287.3	521.09	474.83	205.2	243.26	341.8	386.31	554.26	534.33	215.09	302.8	298.46	221.97	284.29	6	17474	
NM_000982	363.99	736.8	409.33	821.52	445.82	354.41	865.05	403.13	594.31	491.79	746.57	301.91	399.06	374.62	815.64	321.5	290.69	258.16	303.92	485.93	811.9	292.41	316.82	569.68	520.27	549.68	820.55	321.2	310.74	383.91	313.24	296.79	6	17474	
NM_000984	352.5	1008.17	415.33	1083.82	435.41	372.07	438.66	489.3	561.71	408.04	489.94	277.28	283.52	453.57	784.24	230.42	150.41	261.45	358.5	237.89	783.19	392.15	429.31	747.1	778.71	968.8	1065.08	165.82	225.11	229.74	212.0	201.98	6	17474	
NM_001006	271.75	747.61	368.41	1069.31	520.08	383.19	685.01	495.24	580.18	421.43	541.15	336.37	427.21	663.02	779.87	234.45	167.39	153.07	284.58	173.41	627.59	378.61	395.68	660.38	659.14	598.08	920.5	204.52	260.53	262.56	264.53	25.65	6	17474	
NM_001030	387.54	642.52	348.05	773.23	752.14	449.67	563.87	597.05	637.14	512.42	636.66	373.85	809.99	630.27	855.99	225.94	282.36	202.0	558.83	394.91	645.67	345.94	395.99	455.99	455.49	674.12	754.73	256.43	289.14	273.22	286.5	227.44	6	17474	
NM_001011	242.08	551.56	266.41	694.22	627.09	351.5	764.74	664.95	901.22	472.43	662.97	225.0	438.65	469.31	1211.91	337.66	129.27	329.62	267.0	197.9	483.3	286.94	238.18	443.02	384.88	437.74	571.76	156.58	164.15	181.47	180.32	175.91	6	17474	
NM_001016	204.17	321.61	169.15	461.35	942.71	737.58	1354.44	1010.86	1169.27	1008.95	1157.57	305.39	861.72	755.42	915.56	301.09	240.29	261.77	413.14	277.31	712.69	284.76	271.16	477.1	448.66	547.86	756.2	170.38	325.76	129.18	105.49	110.72	6	17474	
NM_001014	390.94	1121.95	318.56	1187.59	384.75	352.58	1094.45	476.84	628.57	731.39	831.17	239.86	548.69	313.0	1428.72	188.55	167.14	243.03	206.91	235.52	530.41	273.34	270.43	498.28	476.61	715.25	787.41	117.92	212.37	159.58	152.07	149.33	6	17474	
NM_012423	292.62	892.36	319.98	709.37	327.14	369.24	463.74	500.0	664.57	418.82	461.87	227.31	331.36	578.38	1514.98	268.99	228.4	401.17	371.54	373.09	592.34	308.31	287.43	506.5	418.25	492.09	666.65	196.4	225.43	274.74	185.76	210.86	6	17474	
NM_000970	459.08	857.4	354.74	961.07	538.33	426.42	822.72	627.16	734.34	644.87	913.93	290.21	477.3	412.36	1391.06	256.07	198.76	264.78	295.73	340.06	745.54	486.22	520.48	972.54	907.86	1171.03	1267.11	156.85	285.51	210.67	202.22	226.36	6	17474	
NM_002954	384.79	781.53	413.93	1153.08	737.81	461.76	759.5	696.7	813.61	662.98	917.69	275.56	479.0	550.13	1615.7	248.6	214.99	274.47	388.25	314.18	518.98	359.17	341.07	522.88	513.47	824.12	803.27	225.45	216.75	249.72	216.95	206.96	6	17474	
NM_001014	482.13	1139.06	549.45	1248.93	441.33	410.7	1192.43	547.76	689.07	751.24	879.98	269.77	719.15	523.91	1722.09	321.94	240.65	313.06	281.14	253.14	630.11	356.38	310.2	542.21	535.0	1215.25	763.18	150.24	248.11	202.73	231.99	223.24	6	17474	
NM_007209	203.95	639.62	274.51	672.78	698.98	505.92	708.49	676.13	932.12	475.67	596.01	308.03	186.29	608.35	744.24	253.81	198.94	306.02	235.45	229.06	638.4	350.0	336.13	637.85	518.08	1076.04	809.59	216.96	234.56	228.99	198.06	204.16	6	17474	
NM_000985	292.39	713.64	421.09	929.84	457.36	318.42	629.55	446.35	504.0	438.45	613.08	312.99	341.59	923.03	1469.84	256.03	243.85	319.2	372.33	357.68	867.3	322.15	311.96	469.85	445.28	698.18	709.31	241.47	236.91	256.81	288.78	273.7	6	17474	
NM_000967	206.6	1121.29	311.26	940.6	394.39	409.54	566.67	492.58	513.08	424.51	516.73	275.47	492.65	712.2	1244.21	336.62	178.47	154.58	359.41	336.08	473.57	331.94	286.29	435.04	471.01	451.67	578.58	186.81	357.58	389.08	243.8	211.98	6	17474	
NM_000980	425.55	1110.22	434.29	1053.32	664.63	578.48	774.52	748.39	651.57	548.45	705.08	148.17	324.77	535.03	840.77	288.38	212.96	259.84	232.29	325.54	499.93	262.4	299.87	459.85	509.48	503.89	677.8	138.28	182.73	218.71	156.93	229.64	6	17474	
NM_001018	254.72	537.38	257.28	541.48	589.32	561.61	757.64	699.74	726.74	681.04	726.1	157.54	203.74	520.28	666.09	317.22	222.25	181.03	227.08	278.64	352.6	307.95	378.21	595.65	617.96	727.25	754.94	143.61	200.43	236.66	174.09	215.86	6	17474	
NM_002948	188.96	580.95	220.68	583.87	431.99	404.05	530.74	486.58	499.87	481.83	638.26	288.47	367.34	417.94	664.07	175.31	204.63	231.64	202.6	258.37	764.07	522.7	538.03	916.39	954.08	1436.65	1454.52	136.07	232.28	199.45	186.54	184.51	6	17474	
NM_007104	369.33	957.94	459.59	1028.81	403.36	351.07	702.48	436.0	513.87	517.02	676.47	381.1	1003.25	557.46	1101.47	306.6	238.66	202.38	294.7	191.86	529.98	319.04	317.24	514.84	533.29	279.77	692.98	177.41	273.37	255.36	212.41	258.93	6	17474	
NM_002954	341.34	804.97	393.27	1136.66	748.98	447.77	890.2	655.72	779.81	622.54	885.04	284.58	491.88	503.51	1444.47	243.02	171.31	246.45	363.43	267.07	442.02	365.55	332.1	624.75	523.03	731.21	947.34	215.22	226.68	227.49	200.15	184.68	6	17474	
NM_001032	411.33	881.06	368.53	1135.88	751.18	576.0	1157.13	913.99	1106.01	491.32	812.64	484.01	807.38	410.56	894.44	205.64	219.36	183.81	351.53	317.99	1404.84	240.13	296.25	492.03	441.47	502.46	621.18	270.66	409.42	276.02	313.33	275.0	6	17474	
NM_006213	246.16	430.67	348.15	586.41	811.3	583.82	735.1	730.1	740.01	874.69	841.5	287.43	397.84	237.69	323.53	254.97	216.71	372.63	215.05	399.41	398.67	213.22	322.6	582.37	653.41	2366.18	964.1	188.66	266.33	228.86	233.86	189.93	6	17474	
NM_001006	264.75	889.08	266.69	1064.99	515.03	314.11	597.5	458.04	484.84	488.03	644.0	276.57	585.36	559.33	738.41	150.26	149.35	134.06	247.67	179.31	489.68	413.69	368.98	624.98	529.27	614.69	1023.19	172.31	232.63	211.86	218.88	156.27	6	17474	
NM_000980	487.54	1187.39	516.19	1136.52	562.82	492.28	716.99	681.69	845.57	510.68	703.31	127.43	278.88	594.34	946.98	285.53	225.37	216.22	313.31	331.92	755.64	306.76	261.24	421.5	367.53	526.33	592.76	169.42	181.9	214.93	172.2	270.58	6	17474	
NM_000979	296.11	964.24	286.32	882.2	431.11	342.75	424.21	433.22	428.36	413.03	471.19	264.79	442.29	429.69	1029.19	295.04	161.01	295.01	175.22	331.73	636.73	371.26	407.01	688.24	682.01	737.02	1024.05	125.95	251.38	194.11	173.63	174.0	6	17474	
NM_002295	426.4	1422.73	337.95	1383.41	648.46	631.66	852.43	756.0	763.12	785.28	738.48	192.45	412.31	320.89	870.96	237.34	139.46	272.88	174.59	194.27	781.96	474.21	500.89	881.65	945.32	1195.68	1432.98	101.08	142.17	118.58	84.15	136.11	6	17474	
NM_000972	216.47	1029.41	327.29	886.77	760.52	664.84	720.66	878.98	826.76	525.06	639.9	287.47	322.89	1167.06	1176.75	258.64	186.99	292.96	231.91	287.95	811.89	400.85	424.33	731.84	654.01	721.67	969.72	192.5	205.77	269.87	199.68	254.09	6	17474	
NM_004374	81.69	122.14	92.48	203.74	190.75	133.45	217.65	158.72	160.96	175.47	195.92	572.98	68.25	196.37	195.92	584.22	468.16	258.72	146.34	356.38	235.99	85.64	109.76	151.58	166.07	281.82	294.49	220.66	197.1	257.85	195.37	183.49	7	32491	
NM_001867	187.47	434.71	179.06	567.44	369.05	242.06	394.65	284.11	298.79	339.59	438.46	602.11	258.95	305.34	396.81	464.69	313.51	334.54	264.98	740.1	203.83	135.69	150.38	241.29	223.34	427.08	559.39	276.09	307.32	329.81	308.29	251.52	7	32491	
NM_002567	39.8	112.6	59.8	150.47	277.03	272.35	466.69	262.95	247.92	280.49	190.87	923.07	1188.26	232.32	364.52	811.69	390.22	1288.79	274.91	637.09	265.55	64.09	89.86	164.86	160.95	301.44	197.95	634.65	950.19	901.61	761.34	504.54	7	32491	
NM_004048	491.32	380.18	482.84	633.21	247.85	224.96	288.45	220.14	266.73	194.76	203.57	1089.75	873.21	552.26	301.44	1077.77	1674.91	1697.23	1344.62	596.48	1123.71	32.08	35.21	57.73	68.63	230.41	186.66	1059.87	710.74	696.06	894.28	985.13	7	32491	
NM_004373	211.93	423.81	225.91	519.67	356.22	276.96	466.26	355.78	397.79	526.59	511.02	646.88	202.23	346.55	311.95	488.84	309.96	579.95	390.78	607.89	633.88	155.66	152.24	332.96	279.75	687.28	506.76	360.58	381.92	423.65	298.01	321.3	7	32491	
NM_000454	120.36	194.55	148.06	306.71	412.35	330.95	366.99	316.36	339.81	303.66	279.7	1658.34	336.23	212.86	119.77	1140.57	488.88	946.22	399.11	685.16	171.89	75.79	95.99	202.24	180.56	357.7	399.18	1037.49	1030.69	1132.9	907.89	597.3	7	32491	
NM_003374	260.72	475.64	306.54	514.57	509.54	404.69	486.87	470.27	554.18	396.51	431.66	248.54	232.88	408.18	485.52	668.55	331.94	663.48	233.35	316.16	392.51	132.69	152.42	288.1	247.0	771.1	477.36	238.05	248.08	236.93	172.85	239.45	7	32491	
NM_006886	180.5	192.91	192.42	319.11	408.33	352.35	435.35	401.04	445.65	360.55	350.22	363.2	155.23	237.4	329.02	227.63	230.24	305.92	231.91	333.42	376.32	95.41	132.66	248.44	232.87	472.47	402.59	239.6	190.4	218.8	233.28	203.95	7	32491	
NM_032607	488.25	4.45	1051.67	9.85	588.83	996.36	285.11	992.42	893.69	85.57	154.52	485.21	1414.88	552.64	108.63	378.78	335.76	188.86	296.58	466.15	509.33	533.84	792.18	459.93	817.28	277.85	150.67	869.1	541.84	257.11	219.17	538.88	7	32491	
NM_018955	115.13	159.65	143.85	165.15	172.67	120.08	189.15	200.74	195.51	205.03	210.72	374.52	249.7	107.43	115.85	303.49	164.63	191.95	179.03	291.04	137.21	121.55	160.33	295.57	247.49	458.18	412.14	311.53	325.6	403.12	270.19	189.33	7	32491	
NM_002489	97.21	162.05	103.37	252.42	361.0	224.97	301.55	273.03	319.71	312.49	274.03	386.26	163.95	249.05	330.58	197.36	248.25	238.24	294.51	680.02	251.89	158.74	198.71	392.85	342.87	758.13	614.9	277.39	249.36	256.89	229.35	218.45	7	32491	
NM_003299	227.88	330.15	294.83	534.82	335.55	219.25	380.53	298.01	380.49	273.32	378.59	328.91	168.92	430.11	374.99	272.13	188.5	370.16	658.7	406.17	503.18	205.61	270.35	495.05	449.92	495.02	692.18	285.39	213.86	200.97	270.07	256.78	7	32491	
NM_001001	310.68	589.67	382.18	783.97	327.91	241.45	392.66	368.36	350.9	269.23	438.27	354.7	630.93	312.72	166.8	162.11	232.21	262.45	227.05	319.62	303.23	82.57	125.96	258.2	216.07	685.23	289.47	263.08	284.73	297.86	319.27	230.5	7	32491	
NM_006886	200.61	219.12	239.41	410.08	458.33	312.79	435.91	375.68	387.04	371.4	396.49	334.37	103.35	296.58	338.97	185.7	243.55	307.68	263.93	391.65	350.07	128.27	136.72	242.52	220.65	465.57	446.32	239.35	184.55	220.04	201.14	171.4	7	32491	
NM_004373	198.32	365.36	211.7	456.86	320.76	238.88	376.77	256.23	297.17	363.89	407.8	571.95	146.89	299.24	227.27	408.89	259.2	399.48	352.38	542.66	549.83	154.36	164.44	304.64	266.26	495.7	489.17	268.7	307.22	297.4	247.92	214.73	7	32491	
NM_000893	3.06	2.52	0.23	1.2	82.17	100.98	12.54	12.19	14.63	45.02	46.45	1494.9	40.18	1533.34	485.05	1047.43	864.16	852.26	847.64	3318.82	63.62	3.99	12.86	23.11	20.92	25.67	51.39	1383.89	1651.62	1822.98	1673.0	1643.45	8	9537	
NM_000062	2.61	3.22	1.66	1.95	240.73	213.06	129.66	171.12	139.53	50.98	130.54	1460.03	637.76	221.92	240.59	587.66	538.17	216.89	618.88	1366.85	553.47	41.25	60.14	63.04	92.68	137.13	319.81	677.27	1365.91	756.78	1084.68	1069.57	8	9537	
NM_000690	9.74	3.03	5.18	3.1	237.84	266.84	237.01	221.6	181.11	158.58	216.43	3249.99	1304.1	294.22	176.85	786.21	448.91	1034.31	298.25	613.59	100.85	63.59	62.86	126.6	123.21	173.47	191.49	1297.53	2461.32	2487.93	2007.46	1283.51	8	9537	
NM_000064	19.47	110.48	12.29	58.68	175.5	235.22	52.85	220.59	221.4	139.17	161.62	629.15	161.33	376.91	1461.13	886.76	1427.2	354.63	1326.13	1952.05	357.29	8.62	4.07	3.99	5.31	77.77	90.13	1190.53	1875.61	1455.48	1293.94	1282.68	8	9537	
NM_000638	2.5	1.65	0.53	2.4	255.29	214.66	134.25	191.33	170.23	159.47	145.45	1266.26	58.95	491.58	1446.71	1009.85	585.6	655.64	1048.91	1394.18	1469.65	120.65	204.95	348.12	459.73	374.68	222.23	735.5	2586.89	1340.44	1350.36	1080.64	8	9537	
NM_000096	0.79	1.2	0.26	0.77	239.67	300.13	295.24	335.8	547.99	71.85	276.33	222.1	104.86	82.54	62.47	168.19	303.08	247.8	133.95	621.83	372.86	12.89	41.78	32.78	74.43	26.73	47.64	756.81	812.21	572.39	1059.7	759.21	8	9537	
NM_000040	2.39	0.57	0.53	0.63	577.94	1190.31	91.11	113.64	152.3	35.06	28.48	5358.67	664.0	838.41	94.55	971.5	955.52	5267.04	1399.72	4084.74	559.17	47.85	65.99	72.12	85.66	50.27	35.91	2945.43	4338.2	6032.95	4230.6	1955.07	8	9537	
NM_021029	299.64	757.28	372.01	819.13	507.81	364.15	479.84	446.76	518.35	295.8	389.09	214.74	165.65	470.73	430.1	181.14	134.75	154.59	231.0	169.45	470.44	220.72	220.46	329.46	323.38	365.3	402.28	132.18	117.8	148.44	130.68	143.9	9	20756	
NM_000990	302.41	553.19	386.21	652.02	342.19	312.3	463.43	411.27	423.86	357.75	368.26	239.68	280.94	487.66	761.87	205.96	180.32	283.11	241.38	216.08	359.09	213.35	291.14	438.75	446.73	420.29	505.61	186.14	168.52	266.83	199.87	240.02	9	20756	
NM_000982	196.98	331.48	188.69	346.8	213.29	167.78	399.97	181.12	256.08	232.7	355.44	173.26	269.14	316.94	476.3	237.67	214.26	177.66	191.19	250.97	371.44	137.36	155.34	247.12	228.14	318.63	304.36	200.87	138.73	240.92	212.53	216.59	9	20756	
NM_000967	214.95	891.72	248.7	591.39	294.34	286.08	384.09	354.23	393.57	271.35	446.66	223.91	391.3	687.28	804.99	226.66	155.27	116.09	250.03	276.04	300.53	325.16	263.85	374.74	348.97	355.54	435.23	137.16	218.87	264.86	156.78	212.7	9	20756	
NM_001428	290.6	447.24	389.89	321.29	227.32	213.47	374.47	297.9	385.07	227.93	426.51	101.77	95.09	132.77	93.62	126.0	112.69	618.9	168.83	119.6	561.76	404.55	330.39	504.73	463.21	645.37	479.45	84.17	74.23	89.07	66.52	159.59	9	20756	
NM_001743	841.12	1176.53	602.72	1194.4	463.72	261.46	505.1	569.54	658.01	391.38	476.47	134.86	83.46	200.88	322.79	116.11	141.37	205.14	306.74	175.45	245.97	83.72	96.66	165.77	157.39	498.68	363.81	133.93	154.18	136.24	120.97	155.96	9	20756	
NM_001025	183.74	453.16	240.45	636.76	582.27	376.54	587.59	445.97	492.24	428.3	491.6	206.78	486.78	391.65	1037.13	304.34	172.58	221.84	192.2	334.69	344.6	260.7	247.28	485.7	428.06	424.49	633.74	152.63	198.37	235.12	199.41	132.03	9	20756	
NM_000984	353.95	896.47	296.73	754.19	307.62	250.3	263.71	362.78	460.34	356.58	481.44	168.41	236.43	358.82	469.27	107.52	101.02	160.16	303.72	182.05	696.9	406.22	446.1	571.51	483.4	777.15	852.51	110.91	147.41	129.81	107.47	161.35	9	20756	
NM_000964	210.48	656.08	219.2	749.36	619.27	279.07	408.87	476.07	534.81	443.86	515.35	189.62	191.24	194.87	442.07	149.64	87.39	142.48	114.13	116.73	253.07	425.61	338.43	700.34	598.65	920.61	887.45	47.35	76.9	63.73	54.64	65.39	9	20756	
NM_002952	179.55	593.06	258.89	577.31	420.11	330.32	415.12	414.96	459.94	293.02	453.45	164.43	232.8	346.08	393.62	285.97	119.4	91.55	212.9	123.57	314.82	277.4	308.54	450.35	550.69	583.33	753.08	85.39	93.34	117.45	92.54	170.76	9	20756	
NM_002295	268.73	789.91	309.46	557.5	283.21	228.06	344.88	336.27	452.19	247.76	398.31	110.8	209.56	268.08	378.09	151.35	95.93	131.18	132.68	113.21	460.69	279.49	270.33	490.91	403.37	684.61	720.22	61.17	68.23	76.4	55.52	99.75	9	20756	
NM_001009	265.82	539.81	262.4	473.59	224.42	230.96	290.59	263.73	300.66	267.48	284.03	179.94	223.7	296.09	547.69	194.29	131.78	200.88	127.88	238.35	302.45	225.68	281.81	413.38	461.62	869.51	507.22	84.65	118.87	111.64	86.34	101.02	9	20756	
NM_000986	243.79	472.36	258.78	708.33	273.33	157.63	388.08	240.11	283.33	288.61	353.19	310.23	252.26	436.89	641.07	196.98	160.4	201.15	175.42	213.17	353.87	293.39	352.62	699.39	597.02	635.57	804.24	182.27	202.63	219.37	201.0	202.59	9	20756	
NM_021130	222.55	437.25	191.72	567.36	506.59	311.03	542.32	507.27	590.25	594.75	625.36	246.99	265.56	189.18	315.34	169.01	156.78	298.93	137.95	154.46	406.43	136.03	199.27	370.83	338.45	621.58	716.86	72.06	117.54	84.42	80.35	117.76	9	20756	
NM_001012	256.89	619.71	295.42	732.17	356.77	309.47	550.45	368.18	381.5	308.45	399.17	113.76	390.24	236.09	512.81	266.18	124.52	186.86	168.41	173.24	330.02	260.59	319.81	443.91	500.41	508.37	527.74	116.75	151.02	155.7	169.61	150.18	9	20756	
NM_001002	339.79	709.98	412.89	747.52	397.26	455.58	674.94	565.28	605.94	392.58	434.44	225.81	266.93	428.78	1094.82	334.67	153.0	255.04	197.54	232.38	741.31	265.95	310.22	529.31	523.49	633.67	713.76	136.85	179.2	195.03	156.59	182.36	9	20756	
NM_002295	436.82	1189.37	454.43	1032.18	462.63	453.26	555.49	491.98	644.3	411.19	605.87	176.89	487.18	413.24	598.41	233.69	158.87	218.28	187.65	197.23	696.97	438.02	431.89	739.98	638.92	845.37	1096.13	115.21	100.33	163.44	85.45	173.59	9	20756	
NM_007104	294.04	873.34	385.73	935.84	361.86	206.61	394.23	282.17	275.1	282.35	495.7	322.76	547.4	383.69	701.41	173.16	204.87	94.75	183.4	214.94	320.44	292.92	277.83	494.72	485.95	527.32	638.19	90.74	141.86	127.65	122.84	170.33	9	20756	
NM_000993	199.74	507.44	202.21	682.7	457.87	331.29	616.91	416.78	490.04	336.25	575.66	296.66	464.92	473.31	490.69	207.63	184.21	178.14	238.55	239.92	376.19	261.27	243.08	424.73	440.05	413.53	589.56	149.7	200.9	166.03	187.8	230.86	9	20756	
NM_000979	237.62	492.36	303.12	639.97	259.79	199.18	246.92	266.32	265.06	256.59	262.01	176.43	210.33	367.63	574.41	235.6	125.55	198.29	143.83	232.86	320.67	275.0	277.63	412.46	412.73	489.76	557.42	120.62	125.12	174.25	143.05	143.58	9	20756	
NM_002948	182.65	399.02	195.75	348.31	294.22	239.3	304.36	318.67	379.02	339.69	420.46	188.23	168.12	336.53	371.42	120.21	126.65	166.76	147.26	212.41	445.57	362.21	365.72	652.31	584.22	547.86	1010.14	126.71	147.86	164.48	117.03	130.33	9	20756	
NM_000991	242.66	658.04	295.14	530.01	208.43	229.69	281.01	272.26	263.75	200.24	272.24	142.67	248.11	393.34	583.8	236.97	168.53	209.23	201.56	243.35	324.61	223.24	312.08	365.66	463.54	380.44	453.35	87.69	129.12	163.11	113.93	185.28	9	20756	
NM_007104	257.28	759.98	230.94	768.23	262.64	259.65	506.66	335.64	371.87	309.8	436.06	260.07	407.77	283.53	800.14	159.94	157.83	117.13	166.0	138.94	337.76	223.55	224.33	353.98	363.7	360.45	507.88	94.66	192.3	153.27	130.83	136.78	9	20756	
NM_006082	584.66	601.98	619.27	415.36	690.99	366.67	513.69	647.47	559.59	979.47	1088.63	91.13	88.99	361.66	273.08	230.0	189.82	410.96	336.17	95.68	555.57	532.19	533.55	1166.02	1017.91	2370.92	2388.29	85.37	71.72	94.92	65.35	140.0	9	20756	
NM_002952	127.23	637.46	141.39	605.9	458.05	323.97	382.26	406.3	426.74	412.56	465.3	101.66	209.29	177.95	360.47	155.97	55.48	89.52	146.4	103.06	277.07	213.28	260.28	410.29	432.07	806.39	835.24	47.5	91.94	65.54	58.37	71.6	9	20756	
NM_012423	247.07	814.1	381.77	875.46	369.03	357.05	545.21	444.6	461.38	206.11	287.03	232.05	488.6	360.05	1451.21	294.13	149.46	217.58	181.47	249.97	420.64	335.19	311.72	494.62	565.93	426.2	731.5	103.64	138.31	159.56	126.42	178.34	9	20756	
NM_000981	256.62	735.93	255.84	731.19	323.7	297.82	374.42	454.77	498.33	409.04	511.95	257.41	182.46	261.11	438.43	161.48	108.29	204.5	254.68	200.97	405.75	161.21	169.99	267.6	257.83	487.09	452.02	108.89	194.11	158.05	131.83	130.16	9	20756	
NM_001014	314.37	837.88	454.08	956.26	326.77	253.47	807.58	355.75	491.08	448.59	557.57	203.17	313.56	386.75	1257.08	230.1	183.89	229.78	225.2	170.16	512.22	217.03	226.55	413.2	419.89	263.17	586.93	119.4	173.15	175.88	164.6	190.08	9	20756	
NM_001022	245.64	631.08	284.8	597.66	377.16	313.73	406.62	409.59	436.22	316.64	404.29	127.86	146.56	305.28	621.23	128.13	128.01	108.33	124.33	153.5	282.41	222.14	236.09	385.36	361.03	360.98	606.34	80.39	88.13	122.05	68.89	118.66	9	20756	
NM_006761	265.68	430.5	276.25	471.34	311.98	207.25	600.67	324.76	378.13	486.97	525.22	226.15	185.53	130.0	295.07	137.39	106.43	170.99	201.71	138.09	203.39	116.1	172.78	288.2	235.59	524.83	393.26	115.19	173.85	160.7	137.97	161.56	9	20756	
