RefSeq	Patient 1	Patient 2	Patient 3	Patient 4	Patient 5	Patient 6	Patient 7	Patient 8	Patient 9	Patient 10
NM_028816	0.94	9.61	1.82	6.34	1.32	6.24	4.32	8.45	4.34	6.69
NM_009104	6.05	1.81	6.01	5.16	2.77	6.16	5.64	1.02	4.88	2.07
NM_207104	9.88	7.79	3.83	4.89	3	3.76	4.95	5.87	7.11	9.31
NM_001033606	5.67	9.63	4.68	5.55	2.92	7.33	3.41	7.52	2.87	2.46
NM_172530	1.75	7.13	8.46	8.67	1.48	0.13	2.41	0.32	4.82	4.37
NM_146673	8.04	3.5	2.13	0.41	5.22	8.27	7.9	8.94	0.16	5.74
NM_010833	8.9	3.52	5.3	2.82	9.04	0.09	0.15	6.5	4.21	3.68
NM_007481	4.85	0.72	3.06	4.95	3.63	2.54	8.3	6.63	0.91	8.57
NM_145441	7.29	5.28	5.25	9.72	2.49	6.28	2.2	9.82	3.42	7.96
NM_148928	0.86	6.22	6.78	4.12	9.74	1.68	0.88	3.83	3.93	6
NM_178785	8.77	4.74	8.28	7.38	1.11	7.63	5.29	2.49	2.07	4.21
NM_011693	3.74	0.21	1.49	9.15	3.37	8.88	6.21	1.45	1.55	2.85
NM_177076	7.83	6.64	9.64	9.22	7.2	8.43	4.84	8	4.24	1.89
NM_013780	2.91	2.11	2.83	3.11	9.26	2.01	4.42	1.1	8.12	3.78
NM_026389	0.43	9.84	6.11	5.62	1.04	2.1	3.71	6.57	9.79	6.97
NM_009510	0.84	2.2	8.09	5.72	1.01	6.25	8.85	0.96	8.77	8.09
NM_198006	0.69	0.74	7.79	1.11	5.39	2.07	3.43	8.94	1.94	0.53
NM_021408	5.67	4.81	1.83	8.62	8.77	7.63	8.26	3.07	3.77	7.9
NM_010778	8.94	3.41	4.05	7.86	9.76	5.03	0.22	6.11	2.11	3.96
XM_922046	3.52	7.63	9.23	1.86	2.57	0.36	6.41	7.35	7.7	4.99
NM_026811	5.51	7.1	1.12	4.73	2.31	3.12	8.67	0.31	7.72	9.41
NM_001024825	4.01	9.94	4.87	2.38	2.23	7.1	3.36	5.41	8.24	7.8
NM_009548	5.14	0.73	8.49	2.57	7.54	0.07	4.05	5.53	6.99	5.19
NM_001109757	5.04	8.89	4.31	2.43	0.99	1	0.6	5.42	7.39	1.84
NM_001081304	8.54	1.89	2.11	0.89	8.25	8.32	2.77	7.05	8.13	1.57
NM_177631	7.54	7.73	4.31	0.41	6.63	8.52	3.52	4.56	6.74	3.99
XM_001479513	0.32	2.67	4.37	5.43	2.48	8.78	9.58	5.52	7.37	2.25
XM_001479507	2.73	5.74	3.45	1.84	8.41	3.74	8.97	0.34	5.92	0.99
XM_001479504	0.46	6.74	8.67	6.19	2.89	4.75	3.82	9.74	6.64	7.06
NM_008950	6.31	5.75	6.11	8.02	4.96	3.94	0.23	6.75	9.76	4.21
NM_147119	3.77	9.24	9.12	8.93	6.6	5.37	6.33	2.32	5.42	7.95
NM_146528	1.4	6.35	0.49	2.53	4.21	0.99	8.14	8.19	0.98	3.75
NM_011406	2.35	7.55	2.12	3.18	7.73	0.1	5.87	7.77	4.64	6.28
NM_010412	3.65	7.02	2.96	3.82	9.61	9.13	1.27	8.2	2.54	7.26
NM_029239	7.07	5.98	5.18	8.07	7.13	8.32	1.55	5.71	3.84	6.21
NM_031163	4.1	4.68	0.58	1.85	9.2	0.22	8.28	8.1	9.46	0.65
NM_027044	1.69	0.52	5.09	4.23	4.82	7.4	9.17	7.13	2.7	3
NM_198303	5.97	9.5	0.48	0.9	6.16	8.41	1.7	2.21	8.05	9.88
NM_019961	8.95	5.4	3.64	6.8	2.83	2.77	6.59	4.72	0.37	9.22
NM_203396	8.98	5.81	0.34	3.95	7.32	3.68	1.37	6.96	6.12	0.96
NM_146716	6.83	5.72	7.26	5.02	5.91	0.09	2.57	6.04	1.98	5.88
NM_013928	7.73	0.14	1.92	4.18	3.94	0.4	1.88	7.21	2.44	3.43
XM_896291	2.71	6.01	1.82	3.1	0.69	2.56	7.58	8.4	7.67	3.81
NM_007940	4.67	2.36	6.9	4.25	3.11	8.52	7.42	4.05	6.23	7.77
NM_011178	0.64	2.24	4.76	7.29	3.21	2.41	6.3	8.31	0.56	7.21
XM_979387	3.14	5.85	7.93	8.72	1.73	4.66	1.28	4.98	7.46	0.78
NM_019995	5.51	4.56	4.99	9.97	4.12	4.77	6.27	5.01	5	5.86
NM_181848	1.33	2.98	2.55	8.39	8.59	4.49	9.72	7.25	2.5	7.74
NM_001029978	8.82	0.66	9.76	7.34	0.5	2.29	9.54	8.04	1.23	8.67
NM_172426	4.45	7.97	9.04	7.83	3.88	9.8	6.48	1.11	7.11	9.82
NM_008235	4.85	0.61	1.77	0.26	1.16	4.85	6.13	4.6	0.2	2.73
NM_201639	4.33	7.75	0.87	2.07	2.81	5.42	8.21	8.35	8.95	8.08
NM_174870	8.46	7.91	3.9	0.21	6.11	6.9	9.84	6.52	5.35	7.62
NM_021322	9.99	1.34	0.26	2.83	8.7	4.92	0.18	0.13	7.19	7.93
NM_021985	9.37	6.64	5.18	4.5	3.8	6.42	8.81	3.78	6.35	9.92
NM_009455	7	9.8	6.02	1.1	4.37	5.22	2.61	3.57	3.48	9.18
NM_146414	7.53	9.07	4.57	3.24	5.33	3.43	3.7	4.68	3.93	1.91
NM_172616	9.7	9.31	9.55	9.94	6.28	5.2	8.39	9.3	3.72	2.18
NM_001014394	9.72	5.54	9.47	2.94	2.78	8.96	1.59	3.91	9.4	0.17
NM_001033162	7.99	5.81	3.24	9.43	8.21	8.18	7.52	4.43	0.57	8.97
NM_181275	6	5.05	5.67	7.95	1.24	9.14	8.62	6.05	3.47	6.38
NM_178444	3.49	4.78	8.6	1.88	9.38	4.32	7.92	6.23	4.83	8.12
XM_194370	9.39	2.16	3.73	1.95	2.42	9.17	5.66	2.62	1.55	2.71
NM_173382	8.36	2.6	7.78	1.13	8.97	9.24	4.49	3.82	8.11	2.66
NM_011063	7.14	1.8	1.55	5.7	8.99	3.46	9.19	4.43	7.36	5.38
NM_025716	6.46	8.15	8.91	0.03	9.55	7.49	7.21	8.33	5.39	8.92
NM_013859	2.46	7.28	8.36	2.98	8.17	9.46	2.77	1.92	7.57	3.3
NM_016981	8.83	2.33	6.64	9.93	3.81	0.86	8.36	1.56	0.06	8.38
NM_020013	2.43	7.65	9.39	0.93	5.71	5.91	8.91	0.54	3.44	8.8
NM_025639	1.42	2.68	2.01	9.78	1	2.23	9.36	6.64	7.94	2.52
NM_175461	7.8	8.13	6.98	3.87	1.13	4.54	9.73	8.52	6.18	9.33
NM_146700	9.26	3.37	6.65	5.95	1.62	5.99	1.48	6.59	5.43	4.68
NM_175290	9.14	2.82	3.93	3.96	4.94	2.63	1.24	3.85	0.38	5.95
XM_910049	0.51	4.15	8.8	6.97	1.82	7.1	7.31	6.92	3.85	3.14
NM_001082573	3.93	5.73	3.55	0.2	4.72	4.51	8.9	0.63	1.66	2.45
NM_053240	9.78	5.06	8.69	1.24	8.15	5.04	7.53	2.16	0.94	3.15
NM_001081377	3.66	9.99	6.73	5.7	3.55	1.76	8.59	1.9	1.31	3.92
NM_144933	9.44	0.29	8.54	0.17	8.84	9.28	5.16	5.64	6.66	8.3
NM_010003	1.11	8.04	1.23	9.64	6.74	9.53	7.26	9.41	3.45	0.89
NM_010684	2.47	0.65	6.49	3.04	4.04	4.06	8.13	9.94	2.55	2.59
XM_001480121	3.89	8.26	7.58	7.99	2.72	9.08	1.65	6.75	3.77	8.12
XM_001480117	5.96	8.65	3	9.9	7.9	4.38	3.39	4.01	3.65	3.62
NM_011661	6.8	8.41	7.37	5.11	6.85	9.47	6.34	8.3	1.5	0.67
NM_010782	2.35	6.17	1.48	8.2	8.84	5.98	1.49	3.27	9.12	5.74
NM_022031	5.95	9.99	3.26	2.73	6.6	9.3	3.57	4.14	0.84	1.55
NM_145226	6.18	5.05	2.55	9.62	0.66	5.89	5.15	2.07	7.85	0.59
NM_028890	9.35	5.98	7.5	9.31	3.2	1.19	4.1	6.84	2.6	4.92
NM_010187	3.48	9.06	7.83	5.97	1.93	2.73	7.27	8.83	4.77	3.46
NM_133754	5.87	4.35	2.1	9.55	6.94	1.1	3.55	1.37	1.56	2.77
NM_019772	9.07	1.52	6.97	2.25	5.98	0.15	5.69	0.75	2	5.09
NM_011540	1.47	4.87	1.07	5.39	0.14	0.91	4.79	3.25	5.34	2.43
NM_146279	1.88	9.41	7.77	7.51	8.18	0.24	2.17	7.42	5.03	9.15
XM_001478240	2.56	6.3	5.57	4.13	5.36	4.47	3.6	6.98	6.83	3.21
XM_620286	0.85	7.04	4.81	7.34	2.56	0.09	0.45	5.87	6.89	5.15
NM_008249	0.24	2.01	5.55	8.64	7.14	9.48	6.66	1.24	3.15	1.81
NM_013762	9.7	8.1	7.12	9.83	4.35	7.93	2.79	1.41	4.19	8.59
NM_028288	7.31	5.18	3.72	7.37	2.11	7.58	7.66	4.2	2.29	4.07
NM_011016	2.7	9.29	3.92	1.62	5.31	8.94	9.43	3.16	0.71	5.11
NM_133884	8.53	0.43	3.76	9.75	8.16	8.79	1.16	2.98	4.25	6.96
NM_021414	9.74	2.83	3.11	8.3	7.82	3.49	6.56	4.75	5.73	2.87
NM_173021	4.11	1.97	5.92	1.4	6.3	1.17	8.79	9.8	8.65	7.63
NM_001012323	6.34	8.57	0.74	3.63	9.29	3.33	0.89	1.5	0.44	6.3
NM_028095	9	6.2	9.75	4.25	9.44	9.48	8.05	1.33	1.16	7.55
NM_198104	3.25	4.79	9.85	5.35	1.24	3.8	0.03	3.65	9.03	3.58
NM_001025560	6.85	2.71	9.54	0.6	1.1	0.44	8.2	8.42	4.29	9.43
NM_001025559	2.93	1.93	3.3	4.44	4.17	3.99	6.94	1.97	2.82	10
NM_023173	3.03	9.85	8.54	6.59	9.39	8.84	7.56	5.82	9.98	6.74
NM_011243	0.51	2.71	6.27	6.3	4.65	2.2	6.79	0.32	5.6	3.35
NM_015779	2.37	2.22	1.85	4.61	3.01	3.27	2.1	7.6	9.48	8.3
NM_028838	4.14	7.89	9.77	6.23	6.13	8.37	4.82	5.23	3.42	7.63
NM_007865	2.98	3.36	2.76	9.34	8.69	6.26	4.93	0.27	8.14	5.94
NM_172747	6.26	0.48	9.43	2.6	5.73	2.35	3.75	4.36	3.25	6.42
NM_152818	0.1	6.53	2.77	6.13	4.03	2.75	8.21	9.24	7.07	1.25
NM_008867	9.79	1.76	0.12	4.45	5.55	5.73	1.27	8.56	9.64	6.61
NM_010198	8.6	6.65	0.91	0.81	4.57	8.33	5.24	7.63	2.37	2.16
NM_009324	6.04	6.52	6.03	8.85	0.63	2.05	1.78	3.38	7.91	2.81
NM_009887	5.96	6.81	2.67	4.06	6.2	1.63	6.42	0.63	7.49	7.21
NM_013503	7.95	2.63	8.41	0.11	7.77	9.52	9.34	4.47	4.98	7.08
NM_033623	9.52	5.59	3.86	4.82	2.55	4.78	9.05	2.21	2.68	6.27
NM_201642	1.84	1.17	4.77	3.62	3.14	2.73	9.97	2.01	9.05	9.98
NM_007784	7.02	4.15	5.39	2.37	3.75	9.67	5.03	5.22	6.98	2.18
NM_011859	0.99	0.46	4.93	0.21	2.69	5.69	3.83	5.46	8.03	8.7
NM_026588	3.71	0.57	2.54	1.13	1.32	2.97	2.14	9.43	4.08	9.13
NM_009581	9.58	0.45	0.96	6.49	9.12	4.15	8.64	2.21	3.81	5.39
NM_175272	1.84	7.5	9.74	7.56	5.25	5.78	4.28	1.34	4.92	3.85
NM_177372	3.95	2.58	8.09	9.76	8.46	2.44	8.8	0.67	7.23	0.93
NM_019397	9.29	8.56	8.08	6.32	3.47	2.08	1.43	3.62	8	3.97
NM_023755	9.15	2.68	3.46	4.93	7.36	3.37	1.94	5.54	7.2	7.92
NM_178308	6.65	1.88	2.01	1.38	3.76	1.39	8.23	3.83	7.94	6.05
NM_011400	7.82	8.99	1.84	6.07	1.63	0.87	2.59	6.6	2.26	0.94
NM_027756	8.89	5.51	6.56	3.22	5.18	6.86	8.5	0.29	2.93	0.79
NM_175383	0.76	3.85	7.93	2.78	0.07	2.56	7.02	3.63	6.59	3.68
NM_025976	4.15	7.56	2.57	9.7	0.91	4.2	3.48	8.09	2.7	7.23
NM_173862	7.89	1.71	6.32	7.47	4.62	6.34	6.55	1.62	4.09	8.34
NM_031177	4.01	8.64	7.78	8.13	1.31	6.35	7.05	7.28	5.63	7.26
NM_026136	1	0.27	2.11	0.3	2.01	4.64	1.68	6.51	6.98	6.67
NM_011288	0.82	3.64	9.62	1.91	8.79	0.33	3.49	3.59	6.91	8.33
NM_013653	7.04	8.49	6.31	4.73	0.7	5.19	4.62	3.1	5.61	4
NM_007798	1.51	2.98	8.38	6.6	6.66	6.84	8.47	6.83	2.58	0.02
NM_177682	3.19	5.85	1.47	6.52	1.8	3.61	5.59	1.19	6.39	6.63
XM_889857	1.18	6.38	6.08	0.96	6.83	3.56	9.44	8.32	9.03	1.63
NM_146243	4.5	6.33	1.13	5.93	5.36	3.09	3.39	7.1	0.72	5.96
NM_145575	9.45	6.33	0.89	9.12	7.52	5.96	9.35	5.55	9.63	3.06
NM_001003973	1.28	2.91	8.85	7.09	0.85	6.32	7.65	7.57	6.1	2.88
NM_001003972	4.28	8.1	1.26	0.38	0.9	8.83	4.66	5.66	0.37	2.57
NM_001003971	8.05	2.98	1.81	9.93	2.09	4.29	4.59	3.18	2.01	5.22
NM_018776	7.32	9.44	4.89	5.94	1.48	8.36	9.43	0.95	4.02	5.69
NM_008644	0.24	4.91	3.93	4.45	7.11	0.46	1.09	6.3	7.86	9.78
NM_007440	6	5.61	0.22	0.04	9.86	3.81	3.93	7.65	6.98	2.3
NM_027582	6.84	5.02	8.75	0.76	4.03	3.14	8.48	3.16	6.7	1.96
NM_030701	2.08	6.07	8.7	8.06	0.25	3.18	1.06	8.3	6.9	9.76
NM_010048	3.01	9.76	5.61	2.41	3.62	3.48	8.96	2.87	3.96	4.48
NM_010926	7.83	5.48	3.68	0.97	6.73	8.84	2.31	8.62	4.73	0.66
NM_001080134	5.79	6.65	1.25	9.19	1.56	6.15	3.2	7.73	0.99	8.88
NM_001080132	2.6	0.21	6.57	8.9	2.73	7.62	7.6	5.07	7.77	9.86
NM_001080131	9.67	2.98	3.42	8.52	1.98	4.62	6.59	9.96	9.65	4.51
NM_001080130	9.74	9.23	9.34	8.95	0.02	8.59	1.99	8.39	8.21	9.82
NM_146640	1.88	8.77	4.64	5.22	6.2	9.7	9.03	8.69	5.78	3.84
NM_001080129	8.82	5.66	6.88	3.45	9.34	7.99	8.53	5.5	6.85	2.42
NM_198424	6.39	1.11	1.34	0.34	3.78	9.98	0.22	2.22	6.16	5.86
NM_025346	9.7	7.76	6.48	1.3	7.83	0.57	1.62	5.29	8.04	4.78
XM_910603	7.7	1.17	3.44	6.67	4.52	4.85	7.03	5.78	9.79	3.21
NM_172142	7.15	4.96	9.27	3.12	3.85	2.53	7.25	5.85	2.75	9.54
NM_177740	3.86	5.31	9.05	1	8.74	4.77	5.09	3.38	0.73	2.01
NM_021342	5.59	2.88	9.76	4.14	9.14	1.19	3.58	7.41	3.88	1.54
NM_011425	1.16	3.61	7.05	1.26	5.16	8.89	4.3	3.13	8.38	6.81
NM_197992	4.86	5.58	1.16	1.3	0.75	9.41	6.77	9.9	7.71	8.68
NM_146939	6.41	6.52	9.38	6.05	7.93	1.52	7.07	0.99	0.79	9.88
XM_894155	8.2	2.1	3.36	5.98	5.86	4.08	8.92	6.23	3.98	0.81
NM_001081065	6.37	8.56	9.54	7.9	7.41	6.24	5.24	6.73	0.29	8.7
NM_010660	9.6	2.37	0.85	2.57	9.72	5.13	2.66	2.19	7.18	6.51
NM_007499	9.38	8.48	9.44	6.94	2.68	7.64	8.36	4.55	3.02	2.44
NM_011982	0.87	4.9	0.67	3.83	2.77	9.34	8.63	3.83	1.02	4.66
NM_026526	9.05	8.7	1.75	1.69	7.25	1.09	2.01	7.74	6.81	9.57
NM_028306	0.65	1.39	8.3	4.03	3.54	3.96	6.01	2.12	9.12	5.32
XM_001480692	5.15	2.99	1.93	4.21	3.67	8.17	3.3	9.49	1.39	7.23
NM_010382	7.1	1.69	3.55	1.62	9.34	5.37	6.6	0.92	8.82	4.79
NM_177354	7.97	0.83	3.18	9.97	5.02	2.32	5.44	3.07	3.13	1.01
NM_033615	5.39	7.9	5.86	8.66	0.78	8.62	4.39	5.79	9.24	7.01
NM_198018	3.09	7.3	3.77	1.66	9.2	9.18	0.52	8.57	5.8	7.09
XM_914270	4.81	5.85	1.93	0.72	9.05	5.47	3.92	6.22	9.83	2.97
NM_008349	7.47	3.98	4.56	6.72	1.02	1.8	5.45	4.09	6.15	6.77
XM_904786	6.11	7.06	9.38	4.07	2.82	2.66	9.48	1.44	9.76	1.57
NM_198622	2.64	1.33	5.62	1.69	5.78	4.31	6.23	4.85	4.56	3.62
NM_009709	3.27	0.62	5.81	5.91	2.59	7.95	8.64	1.82	7.13	5.65
NM_009038	8.7	7.27	5.95	2.97	5.55	0.28	7.08	6.51	7.54	1.43
XM_985358	2.31	4.31	9.04	0.21	7.75	8.93	2.82	4.8	4.21	8.13
NM_025647	3.01	9.86	5.14	4.87	2.6	6.54	0.64	0.22	5.35	5.47
NM_008895	0.59	6.04	0.6	8.19	1.75	9.98	6.11	5.2	3.32	5.27
NM_009867	1.12	9.97	5.92	3.66	7.09	6.92	1.35	0.3	1.06	0.56
XM_001478200	9.4	0.96	6.49	5.21	6.38	6.52	0.86	2.44	1.5	1.33
NM_008547	0.29	3.79	7.08	9.49	9.57	0.54	7.72	0.49	1.36	0.04
NM_008968	8.82	1.14	9.37	0.34	1.6	1.76	8.38	6.09	0.85	3.76
NM_011993	6.54	5.93	5.76	8.33	0.23	9.05	8.11	8.29	4.25	0.88
NM_013760	4.14	9.1	6.13	0.48	8.31	5.31	2.82	3.88	2.09	2.05
NM_146892	4.41	4.02	9.13	4.48	0.75	2.95	1.96	3.49	4.73	5.31
NM_178756	7.7	9.54	2.81	9.58	5.39	7.93	2.41	1.42	2.63	7.68
NM_025366	9	4.69	7.29	1.78	9.06	4.72	9.59	3.77	9.8	0.73
NM_010031	0.82	0.54	8.51	0.53	8.67	4.47	9.03	4.49	5.52	5.19
XM_001002308	5.9	1.64	6.17	5.57	1.25	2.01	1.32	7.65	6.62	8.49
NM_009216	5.38	3.25	6.82	9.68	6.48	0.96	4.82	0.5	0.1	9.43
NM_183197	0.43	2.91	9.36	3.1	8.4	9.59	1.7	6.68	2.69	1.7
XM_895919	5.27	0.12	5.62	2.51	3.93	9.66	9.68	2.2	9.63	0.92
NM_011880	6.25	8.14	7.49	3.51	9.25	0.3	3.46	4.33	1.12	4.09
NM_007975	9.47	1.61	1.11	4.78	5.65	0.68	3.71	4.41	9.5	1.27
NM_009009	5.93	1.51	3.92	6.54	7.47	3.62	5.69	4.32	8.75	6.24
NM_026871	1.4	1.14	9.42	7.72	2.92	8.47	6.75	3.83	2.5	1.32
NM_172794	6.57	3.3	4.66	6.4	4.99	6.05	0.3	5.33	8.32	6.06
NM_145627	3.9	2.34	7.1	6.51	2.49	5.94	1.12	7.39	1.89	7.25
NM_008859	6.79	9.04	5.28	6.38	3.7	7.09	1.14	9.62	1.74	8.33
NM_001005787	9.66	0.59	8.43	8.06	4.19	5.23	0.83	3.9	4.12	3.14
NM_001005784	8.71	8.19	9.03	7.23	1.54	1.41	5.04	3.61	1.72	0.22
NM_144808	4.26	3.02	9.84	3.11	4.72	8.89	6.59	3.71	7.89	5.09
NM_027165	5.77	7.65	7.82	2.13	7.01	7.89	0.31	5.33	3.89	4.71
NM_001011770	1.35	9.52	4.65	8.93	7.31	5.71	1.27	8.46	6.28	3.84
NM_153581	7.52	3.64	5.64	9.02	7.31	6.84	5.23	5.53	5.02	0.74
NM_213614	4.47	4.92	3.77	5.09	2.56	8.17	7.39	1.84	1.42	6.14
NM_175491	3.66	3.84	3.69	9.14	5.07	4.64	4.09	3.26	0.49	1.97
NM_011551	0.53	3.5	0.78	3.89	9.91	3.38	5.87	5.75	0.37	6.21
NM_010809	5.06	0.96	4.36	3.28	4.3	8.14	3.5	7.04	4.74	1.4
NM_001081959	4.78	3.81	9.61	2.8	2.15	1.56	5.44	3.56	1.55	2.53
NM_001033929	9.93	4.46	7.27	9.1	6.3	9.89	6.73	8.19	1.87	7.54
NM_025884	5.35	4.75	1.44	2.77	3.88	8.69	1.22	7.54	6.1	1.44
XM_001475953	3.6	4.95	8.98	3.14	3.76	3.32	3.82	9.65	2.39	6.29
NM_010568	6.47	0.39	3.03	7.42	6.53	8.94	4.83	6.48	6.13	8.42
NM_025545	9.49	3.85	7.57	3.25	2.19	4	4.04	1.41	8.19	3.49
NM_147069	8.01	8.97	8.11	7.61	4.5	6.26	5.79	3.14	7.12	1.6
NM_001081180	4.17	9.92	5.84	7.01	1.92	6.87	7.24	7.9	8.76	6.1
NM_013680	8.5	8.54	4.86	5.03	1.25	8.72	3.62	5.19	7.99	4.22
NM_178048	8.84	9.51	6.62	8.14	3.18	0.73	4.82	7.63	2.64	6.79
NM_172274	0.07	1.56	2.02	2.57	3.17	8.89	8.56	5.55	5.38	4.59
XM_001473837	3.87	1.79	1.68	4.71	7.72	9.68	8.44	5.69	8.09	3.65
NM_001034895	9.26	2.42	5.98	1.24	1.58	0.32	6.52	4.3	5.33	8.49
NM_010024	5.34	1.68	7.63	5.08	7.11	8.54	8.24	7.75	5.01	5.51
XM_990954	0.12	9.93	9.17	8.22	6.97	9.99	1.9	0.02	9.21	7.74
NM_030749	8.74	4.03	7.09	6.02	7.22	1.01	0.23	8.72	4.83	9.76
NM_001042673	1.27	3.19	1.55	1.62	4.58	2.16	3.92	2.07	3.76	1.75
NM_178257	1.52	1.07	8.59	5.94	9.89	8.46	8.66	3.85	1.71	9.06
NM_021525	5.31	7.32	1.75	2.42	2.21	7.06	0.53	4.05	3.15	5.81
NM_026255	5.17	5.53	8.65	8.13	7.07	8.1	5.05	9.46	5.65	9
NM_010917	8.3	0.11	3.87	2.33	3.59	5.55	9.8	3.46	3.46	7.38
NM_178798	4.97	7.92	0.18	0.48	6.4	2.29	1.36	7.94	7.27	8.96
NM_001025257	3.88	3.72	7.68	5.37	8.6	9.51	0.09	3.07	7.37	9.22
NM_001025250	2.56	3.12	3.7	5.43	8.31	4.44	6.39	7.18	1.35	2.47
NM_001008499	0.74	5.57	8	2.61	3.41	0.18	1.67	3.27	1.16	3.66
NM_001081183	5.23	3.25	2.33	4.29	5.92	5.22	1.36	1.53	3.65	3.06
NM_001037741	0.09	6.76	9.35	4.46	5.62	1.28	1.62	2.71	6.37	3.22
NM_030724	5.21	0.49	1.77	7.7	5.96	8.35	9.07	5.11	2.58	9.8
NM_198106	8.89	7.09	6.02	3.43	0.99	9.86	5.45	4.79	4.14	5.04
NM_025567	0.62	0.26	0.13	8.34	5.53	4.66	7.48	8.46	6.75	9.42
NM_013459	0.27	1.44	6.13	0.98	0.27	6.49	2.56	2.16	7.32	1.21
NM_026693	3.67	0.9	5.63	6.23	3.14	1.42	0.89	8.36	5.69	7.56
NM_009114	0.55	4.72	7.4	7.44	1.83	4.55	4.21	6.65	8.62	6.97
NM_172121	5.62	6.19	7.57	3.75	4.14	5.17	3.78	9.69	3.42	2.65
XM_001474002	7.27	5.85	4.61	9.37	6.9	4.73	4.72	8.01	8.08	3.86
NM_177082	7.02	5.11	0.44	4.86	8.36	3.49	9.04	3.14	4.75	5.38
NM_013582	5.11	0.04	5.14	7	6.33	9.17	7.82	1.11	1.61	6.14
NM_011962	5.28	4.82	2.72	6.99	1.4	1	0.5	1.15	5.2	5.46
XM_001478220	1.19	5.04	6.28	1.87	0.28	0.37	6.28	1.04	3.51	1.48
NM_008275	3.61	8.58	10	2.03	7.58	7.89	1.44	6.29	9.6	0.37
XM_486268	4.12	4.33	9.34	5.13	4.58	1.73	5.33	8.77	7.84	2.24
NM_175498	1.26	6.6	8.29	4.44	3.46	9.25	4.84	6.59	8.88	6.07
XM_485455	7.48	0.36	1.68	6.75	5.3	7.58	9.88	1.98	7.69	4.02
XM_894924	3.38	6.74	5.32	6.37	6.16	2.05	1.85	3.08	3.16	0.73
NM_025388	6.6	8.28	5.93	9.52	0.57	7.8	3.08	4.34	3.89	1.58
NM_026498	7.6	0.29	0.85	4.97	2.27	7.57	1.79	2	6.9	1.76
NM_007384	2.12	0.77	2.41	2.39	3.38	3.06	2.07	1.79	7.99	0.49
NM_022884	7.87	1.47	7.48	1.15	5.15	9.96	7	6.42	7.65	3.33
NM_031165	9.12	1.36	9.44	0.91	2.16	6.02	0.44	5.85	8.62	0.82
XM_915908	7.43	8.09	4.16	4.81	5.59	0.12	2.61	5.84	1.14	6.3
XM_988959	3.04	7	6.13	9.28	2.21	8.06	2.04	5.88	3.3	2.34
XM_894673	7.42	1.46	3.31	3.24	5.75	1.57	0.24	9.31	2.07	8.2
NM_027978	2.4	6.01	4.35	5.29	1.99	2.41	3.97	3.78	8.41	5.26
XM_001472126	6.92	0.72	3.81	4.65	0.82	7.56	2.13	8.95	0.66	1.56
NM_138948	9.98	4.58	7.02	8.67	4.06	6	6.63	6.49	3.42	0.67
NM_013565	3.14	1.58	2.35	7.9	5.4	2.59	5.64	7.05	9.57	8.92
NM_146175	2.15	3.97	6.13	8.94	6.73	2.78	3.49	0.48	4.31	4.62
XM_992215	0.07	1.35	6.36	3.13	9.67	7.28	8.24	9.2	9.8	3.89
NM_019757	8.36	2.07	4.12	5.6	1.36	0.94	4.71	2.16	2.15	8.72
NM_177259	1.05	1.05	2.15	2.37	7.72	2.64	8.94	5.28	8.45	9.66
NM_009227	0.68	1.61	6.49	1.47	5.21	1.94	5.73	7.67	6.54	3.31
XM_903612	8.63	3.51	0.25	6.58	1.63	7.43	7.27	4.32	9.47	9.93
NM_181582	4.71	1.95	7.79	8.6	0.86	4.06	9.83	3.63	4.13	7.22
NM_023873	1.23	6.33	3.9	8.91	7.03	6.49	9.94	4.32	5.16	0.28
NM_007556	4.25	9.7	7.83	0.33	5.77	2.6	1.06	4.01	2.9	2.58
NM_133721	1.98	7.79	2.4	7.98	7.76	8.79	4.54	1.64	2.21	1.08
NM_007914	8.25	1.44	4.33	3.77	5.39	9.98	8.98	7.46	9.91	5.66
NM_177328	9.36	9.74	2.97	7.33	2.1	1.78	8.88	5.12	4.51	8.72
NM_183316	7.27	2.61	5.12	4.96	9.16	9.79	5.05	2.79	7.41	6.54
NM_023635	9.45	6.48	0.61	5.64	5.67	0.35	5.26	8.49	3.41	7.14
NM_146881	2.97	8.31	2.97	9.37	9.67	9.67	0.32	1.42	4.11	9.09
NM_009780	1.39	6.94	4.46	0.09	3.74	1.52	0.37	1.56	5.25	8.78
NM_023637	0.71	3.07	8.9	0.08	9.13	9.61	0.1	5.08	2.29	3.21
NM_178252	0.45	8.68	4.65	6.11	4.97	7.25	0.2	3.4	1.8	3.11
NM_001081000	4.77	3.68	9.78	6.46	9.89	3.57	2.22	4.64	8.41	9.51
NM_026446	7.31	1.35	4.83	9.6	9.7	7.4	3.17	9.42	6.18	4.79
NM_024196	8.05	8.97	5.5	1.08	7.24	4.82	1.99	5.4	8.71	4.87
NM_010829	6.89	4.45	2.2	8.85	3.27	6.63	4.29	6.43	6.4	0
NM_012010	5.18	2.82	2.31	0.75	4.84	7.36	0.17	5.84	3.83	8.12
NM_016813	7.17	0.32	4.94	1.99	9.4	0.84	2.43	1.25	7.32	5.69
NM_146043	4.32	2.54	6.36	3.66	8.87	6.74	6.9	2.27	7.55	6.3
NM_016796	8.22	9.82	8.43	0.03	7.05	5.42	2.21	1.71	7.13	0.46
NM_009138	4.59	1.79	8.25	5.23	5.15	2.41	2.67	0.57	9.4	3.89
