Gene Name	Common	Genbank	Description
566520	LSS	NM_001001438.1	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
236756	null		
671771	UPF3A	NM_023011.2	UPF3 regulator of nonsense transcripts homolog A (yeast)
114026	null		
105404	FLJ10774	NM_024662.1	N-acetyltransferase-like protein
106918	LOC390282		
179521	null		
207762	FKBP9|FKBP9L	NM_182827.1	FK506 binding protein 9, 63 kDa;FK506 binding protein 9-like
103350	DCXR	NM_016286.2	dicarbonyl/L-xylulose reductase
170505	LOC402643		
228345	C10orf105	AK074172.1	
121646	ACIN1	NM_014977.1	apoptotic chromatin condensation inducer 1
157279	ZNF14	NM_021030.2	zinc finger protein 14 (KOX 6)
172691	RPS2	NM_002952.2	ribosomal protein S2
137528	DCTD	NM_001921.1	dCMP deaminase
236783	null		
157176	LOC342994		
117828	POR	NM_000941.1	P450 (cytochrome) oxidoreductase
163014	LOC392758|LOC389541	BC063401.1	
141444	ZNF155	NM_003445.2	zinc finger protein 155 (pHZ-96)
203192	LOC124512	BC033998.2	
218648	LOC202459	NM_145303.1	similar to RIKEN cDNA 2310008M10
236904	null		
115882	CHP	NM_020444.2	KIAA1191 protein
110507	LOC390842		
208372	PNPT1	NM_033109.2	polyribonucleotide nucleotidyltransferase 1
173159	LOC389842		
105427	SSFA2	NM_006751.3	sperm specific antigen 2
163851	null		
236042	null		
179538	TIMP3	NM_000362.3	tissue inhibitor of metalloproteinase 3 (Sorsby fundus dystrophy, pseudoinflammatory)
196427	GPR108	AX073578.1_CDS_1	
159107	DDA1	NM_024050.3	cross-immune reaction antigen PCIA1
146656	PUM1	NM_014676.1	pumilio homolog 1 (Drosophila)
164480	PCYT2	NM_002861.1	phosphate cytidylyltransferase 2, ethanolamine
182827	OAZ1	NM_004152.2	ornithine decarboxylase antizyme 1
148299	WDR25	NM_024515.2	hypothetical protein MGC4645
128405	LOC441019		
219095	TANK	NM_133484.1	TRAF family member-associated NFKB activator
162090	null		
227246	ARV1	NM_022786.1	likely ortholog of yeast ARV1
197267	LOC389435|RPL27A	NM_000990.2	ribosomal protein L27a
236515	LOC388143		
134498	C14orf156	NM_031210.3	chromosome 14 open reading frame 156
194547	TMEM9	AK091726.1	
181598	RPS14		
123825	UGDH	NM_003359.1	UDP-glucose dehydrogenase
138012	C7orf30	NM_138446.1	chromosome 7 open reading frame 30
236059	LOC400055		
206078	LOC442513		
116762	null		
205129	UBA2	NM_005499.1	SUMO-1 activating enzyme subunit 2
186779	C17orf37	NM_032339.3	chromosome 17 open reading frame 37
111409	RPS27A	NM_002954.3	ribosomal protein S27a
124318	STAU1	NM_017454.1	staufen, RNA binding protein (Drosophila)
210058	FLJ13448	NM_025147.2	hypothetical protein FLJ13448
146820	RNPS1		
166502	C10orf104	NM_002948.2	ribosomal protein L15
146009	null		
148222	RPL41	NM_018704.1	hypothetical protein DKFZp547A023
155603	null		
137563	ACAT2	NM_005891.1	acetyl-Coenzyme A acetyltransferase 2 (acetoacetyl Coenzyme A thiolase)
132380	FLJ10241	NM_018035.1	hypothetical protein FLJ10241
179683	PSMA6	NM_002791.1	proteasome (prosome, macropain) subunit, alpha type, 6
173614	DGCR6|DGCR6L	NM_005675.2	DiGeorge syndrome critical region gene 6
187312	RetSat	NM_017750.2	hypothetical protein FLJ20296
116357	LOC441843		
120175	HMGN1	NM_004965.6	high-mobility group nucleosome binding domain 1
181263	PAICS	NM_006452.2	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
183319	AP3S2	NM_005829.3	adaptor-related protein complex 3, sigma 2 subunit
105208	NAT5	NM_181527.1	N-acetyltransferase 5 (ARD1 homolog, S. cerevisiae)
162174	SH3GL1	NM_003025.2	SH3-domain GRB2-like 1
209660	FYTTD1	NM_032288.4	hypothetical protein DKFZp761B1514
100997	ZNF506	AK122848.1	
108339	BUB3	NM_004725.1	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)
102968	KRAS	NM_004985.3	v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog
142616	MAP2K1IP1	NM_021970.2	mitogen-activated protein kinase kinase 1 interacting protein 1
139876	EDG1		
235104	null		
145324	ZNF16	NM_006958.2	zinc finger protein 16 (KOX 9)
190344	GLG1	NM_012201.1	golgi apparatus protein 1
135639	QARS	NM_005051.1	glutaminyl-tRNA synthetase
188107	TMEM14A	NM_014051.2	transmembrane protein 14A
144569	MT1F	NM_005951.1	metallothionein 1H
155792	MPST	NM_021126.3	mercaptopyruvate sulfurtransferase
147140	null	X85980.1_CDS_1	
101588	RNF7	NM_183237.1	ring finger protein 7
183013	PQBP1	NM_005710.1	polyglutamine binding protein 1
107994	SKIV2L2	BC014669.2	KIAA0052 protein
163700	ZNF224	NM_005774.1	zinc finger protein 224
127511	LOC440520		
147541	ZNF486	NM_052852.1	
171937	EEF1A1	NM_001402.4	eukaryotic translation elongation factor 1 alpha 1
113660	SRP14	NM_003134.2	signal recognition particle 14kDa (homologous Alu RNA binding protein)
127871	LOC284064		
174470	OPRS1	NM_147159.1	opioid receptor, sigma 1
163808	PTD004	NM_013341.2	hypothetical protein PTD004
229605	HSD17B1	BC064353.1	
156141	LOC148203	BC034499.1	
116825	PKIG	NM_181805.1	protein kinase (cAMP-dependent, catalytic) inhibitor gamma
236093	EIF4A1	NM_001416.1	eukaryotic translation initiation factor 4A, isoform 1
110161	LOC133790		
105120	CLK3	NM_003992.1	CDC-like kinase 3
189717	LOC441842		
231342	IDH1	NM_005896.2	isocitrate dehydrogenase 1 (NADP+), soluble
103810	SLC15A4	NM_145648.1	solute carrier family 15, member 4
149642	NCL	NM_005381.1	nucleolin
460762	LOC440447		
185031	FAM18B2	NM_145301.1	similar to CGI-148 protein;hypothetical protein FLJ36674
114255	ZHX1	NM_032847.1	hypothetical protein FLJ14825;zinc fingers and homeoboxes 1
189938	YWHAZ	NM_145690.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide
183813	LOC150580		
109390	SETDB1	NM_012432.2	SET domain, bifurcated 1
111497	ZNF208	NM_007153.1	zinc finger protein 208
186748	MRPL15	NM_014175.2	mitochondrial ribosomal protein L15
114993	TMSB4X|TMSL3	NM_182793.1	thymosin-like 6;thymosin-like 4;thymosin-like 3;thymosin-like 2;thymosin, beta 4, X-linked
154907	CTGF	NM_001901.1	connective tissue growth factor
143456	FOXP4	NM_138457.1	forkhead box P4
236668	null		
235833	null		
194318	C8orf35	NM_018142.1	hypothetical protein FLJ10569
186988	CECR5	NM_017829.4	cat eye syndrome chromosome region, candidate 5
160951	PARP1	NM_001618.2	ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)
134996	null		
706030	KIAA2013	NM_138346.1	hypothetical protein MGC33867
234269	DKFZP434A062	AL080191.1	
181994	SYAP1	NM_032796.2	synapse associated protein 1, SAP47 homolog (Drosophila)
232153	IDH2	NM_002168.2	isocitrate dehydrogenase 2 (NADP+), mitochondrial
105530	PCBP1	NM_006196.2	poly(rC) binding protein 1
167252	C20orf174		
166395	LOC130502	BC070381.1	
208166	LOC341412		
205619	PKN2	NM_006256.1	protein kinase C-like 2
207499	HT007	NM_018480.2	uncharacterized hypothalamus protein HT007
211157	EPM2AIP1	NM_014805.2	EPM2A (laforin) interacting protein 1
236977	null		
183867	ATF4	NM_182810.1	activating transcription factor 4 (tax-responsive enhancer element B67)
135900	HBLD2|LOC389293	NM_030940.2	HESB like domain containing 2
127964	RPL7	NM_000971.2	ribosomal protein L7
101018	null		
103085	null		
204895	HDCMA18P	NM_016648.1	HDCMA18P protein
157845	MRPL47	NM_177988.1	mitochondrial ribosomal protein L47
118522	ATP5O	NM_001697.2	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)
131228	null		
235976	PDCD6		
148227	WDR45L	NM_019613.2	hypothetical protein 628
118423	ATP6V1C1	NM_001695.2	ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C, isoform 1
188077	SETX	NM_015046.4	senataxin
184722	DPF2	NM_006268.3	D4, zinc and double PHD fingers family 2
207491	DKFZp564J157|LOC440525	NM_018457.2	DKFZp564J157 protein
185881	SEPT7	NM_001788.2	CDC10 cell division cycle 10 homolog (S. cerevisiae)
135833	RPL6|LOC388460	NM_000970.2	ribosomal protein L6
127228	RPS3A	NM_182777.2	ribosomal protein S3A
184793	CD9	NM_001769.2	CD9 antigen (p24)
185779	CKLF	NM_181640.1	chemokine-like factor
154165	DNAPTP6	NM_015535.1	DNA polymerase-transactivated protein 6
184532	LMAN2L	NM_030805.1	lectin, mannose-binding 2-like
229680	null		
101893	NRD1	NM_002525.1	nardilysin (N-arginine dibasic convertase)
132539	HSPCAL3		
151779	ANP32A	NM_006305.2	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A
131337	GRINA	BC041788.1	
177035	CCT3	NM_005998.2	chaperonin containing TCP1, subunit 3 (gamma)
101126	FBXW7	NM_033632.1	F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)
181617	CREBL2	NM_001310.2	cAMP responsive element binding protein-like 2
125973	LOC388928	NM_174889.2	hypothetical protein LOC91942
153002	null	NM_001014.2	ribosomal protein S10
202069	CTAGEP	BC036527.1	
106164	ARD1A	NM_003491.2	ARD1 homolog, N-acetyltransferase (S. cerevisiae)
191728	MTRR	NM_002454.1	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
174895	RIOK3	NM_003831.2	RIO kinase 3 (yeast)
201134	SNRPB	NM_003091.3	small nuclear ribonucleoprotein polypeptides B and B1
222165	NHN1	NM_144604.2	hypothetical protein BC001584
156421	RDH11	NM_016026.2	retinol dehydrogenase 11 (all-trans and 9-cis)
153780	SNRPD3	NM_004175.3	small nuclear ribonucleoprotein D3 polypeptide 18kDa
176402	HNRPAB	NM_031266.1	heterogeneous nuclear ribonucleoprotein A/B
180055	LAMC1		
178917	STMN1|STMN2	NM_007029.2	stathmin-like 2
104400	null		
127936	CREB3	NM_006368.4	cAMP responsive element binding protein 3
219553	PBEF1	NM_182790.1	pre-B-cell colony enhancing factor 1
126065	TALDO1		
111149	RPS11	NM_001015.3	ribosomal protein S11
156527	XBP1	NM_005080.2	X-box binding protein 1
235046	null		
186169	ZNF364	NM_014455.1	zinc finger protein 364
235227	null		
137363	C18orf37	NM_194281.2	chromosome 18 open reading frame 37
128625	UBE2O	NM_022066.2	likely ortholog of mouse ubiquitin-conjugating enzyme E2-230K
103476	HYPB	NM_012271.1	huntingtin interacting protein B
165441	null	AL034549.19_CDS_1	
187720	MRPL14		
206665	CDC42BPA	NM_003607.2	CDC42 binding protein kinase alpha (DMPK-like)
132480	C1orf31	AX888011.1_CDS_1	
194447	ZFP91	NM_053023.2	zinc finger protein 91 homolog (mouse)
149386	MGC11257	NM_032350.3	hypothetical protein MGC11257
195648	null		
116436	LOC389322		
105260	SRPK1	NM_003137.3	SFRS protein kinase 1
107511	LOC401029		
103413	null		
128505	MRPL1	NM_020236.2	mitochondrial ribosomal protein L1
159112	LBR	NM_194442.1	lamin B receptor
131041	null		
236521	null		
200916	TERF1	NM_000982.2	ribosomal protein L21
209815	TCEA1	NM_006756.2	transcription elongation factor A (SII), 1
185016	LOC388335	AY550194.1	
228286	null		
178315	null		
235551	null		
142688	MGC13096	NM_032346.1	hypothetical protein MGC13096
183675	CHORDC1	NM_012124.1	cysteine and histidine-rich domain (CHORD)-containing, zinc binding protein 1
484021	FCGR3A|FCGR3B	A46325.1_CDS_1	
110914	SLC25A11	NM_003562.3	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11
128198	NFKBIL1	NM_005007.2	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1
135984	C6orf160	BC009220.2	
183644	LOC401537		
140136	PLEKHG5	NM_198681.1	tumor necrosis factor receptor superfamily, member 25;putative NFkB activating protein
223755	RPL36A	NM_021029.3	ribosomal protein L36a
107290	DHX36	NM_020865.1	DEAH (Asp-Glu-Ala-His) box polypeptide 36
187910	LOC339804	AX970033.1_CDS_1	
131931	ICAM3	NM_133452.1	intercellular adhesion molecule 3;RAVER1;similar to RIKEN cDNA B230118G17 gene
190673	BXDC5	NM_025065.5	RNA processing factor 1
133249	MGC15523	NM_138570.1	hypothetical protein MGC15523
131844	null		
174785	LOC390424		
211180	FLJ23588		
120515	COMMD1	NM_152516.1	copper metabolism (Murr1) domain containing 1
228536	null		
235548	RPL7A	NM_000972.2	ribosomal protein L7a
178238	LMO4	NM_006769.2	LIM domain only 4
174684	UBE2Z	NM_023079.2	hypothetical protein FLJ13855
138995	PKM2	NM_182471.1	pyruvate kinase, muscle
198419	DRG1	NM_004147.2	developmentally regulated GTP binding protein 1
202737	ASIP	NM_001672.2	agouti signaling protein, nonagouti homolog (mouse)
120955	PINK1	NM_032409.1	PTEN induced putative kinase 1
134555	null		
133876	ACOT7	NM_007274.2	brain acyl-CoA hydrolase
201746	null		
232694	LOC402011	AL035563.19_CDS_1	
219046	null		
212496	MAF1	NM_032272.2	homolog of yeast MAF1
183414	RNASE4	NM_002937.3	angiogenin, ribonuclease, RNase A family, 5;ribonuclease, RNase A family, 4
170876	PHF5A	NM_032758.2	PHD finger protein 5A
129972	PXMP2	NM_018663.1	peroxisomal membrane protein 2, 22kDa
190329	RARSL	NM_020320.2	arginyl-tRNA synthetase-like
196373	MYL6	NM_021019.2	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle
179484	NEK6	NM_014397.3	NIMA (never in mitosis gene a)-related kinase 6
144407	null		
109946	SFT2D1	NM_145169.1	chromosome 6 open reading frame 83
194114	FOXO3A	NM_001455.2	forkhead box O3A
208652	ACP1	NM_177554.1	acid phosphatase 1, soluble
116401	LOC441073		
187311	C18orf10	NM_015476.1	chromosome 18 open reading frame 10
123896	ABCD3	NM_002858.2	ATP-binding cassette, sub-family D (ALD), member 3
207300	null		
204773	MT1A	NM_175617.2	metallothionein 2A;metallothionein 1K;metallothionein 1E (functional);metallothionein 1A (functional)
120719	GBAP|GBA	BC062626.1	
160776	ARPC5L	NM_030978.1	actin related protein 2/3 complex, subunit 5-like
169493	null	AL021395.16_CDS_2	
194463	PTPN23	NM_015466.1	protein tyrosine phosphatase, non-receptor type 23
696048	LOC283267	NM_001326.1	cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa
137826	null		
200724	DAG1	NM_004393.1	dystroglycan 1 (dystrophin-associated glycoprotein 1)
155269	ATP5B	NM_001686.2	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide
103034	API5	BC015898.1	
208765	CENTA2	NM_018404.1	centaurin, alpha 2
205197	DNAJA1	NM_001539.1	DnaJ (Hsp40) homolog, subfamily A, member 1
115807	ECHS1	NM_004092.2	enoyl Coenzyme A hydratase, short chain, 1, mitochondrial
141258	ATP5F1	NM_001688.2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1
188840	PAIP1	NM_006451.3	poly(A) binding protein interacting protein 1
223480	GNA11	NM_002067.1	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)
187020	FTH1	NM_002032.1	ferritin, heavy polypeptide 1
156126	MGC52110	BC047722.1	
209462	PSMC1	NM_002802.2	proteasome (prosome, macropain) 26S subunit, ATPase, 1
107444	NAP1L1	NM_004537.3	nucleosome assembly protein 1-like 1
236724	null		
201488	null		
207029	MLH1	NM_000249.2	mutL homolog 1, colon cancer, nonpolyposis type 2 (E. coli)
544374	AGPAT4	NM_020133.1	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)
179054	PRDX3	NM_006793.2	peroxiredoxin 3
205454	ETFA	NM_000126.1	electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)
105974	GPR111		
187871	LOC127406	AL353681.8_CDS_1	
105365	STYXL1	NM_016086.2	map kinase phosphatase-like protein MK-STYX
233209	null		
236782	null		
103095	null		
142438	POLDIP2	NM_015584.2	polymerase (DNA-directed), delta interacting protein 2
208381	LGTN	NM_015263.1	rabconnectin-3
109998	RAD17	NM_133339.1	RAD17 homolog (S. pombe)
198352	TUBA4	NM_025019.1	tubulin, alpha 4
175296	BCL2L2	NM_004050.2	BCL2-like 2
234920	null	NM_018507.1	
213903	AP2A2	AK027891.1	adaptor-related protein complex 2, alpha 2 subunit
208704	C9orf75	NM_173691.1	chromosome 9 open reading frame 75
197244	LOC388509		
211326	C18orf21	NM_031446.2	chromosome 18 open reading frame 21
190034	HSPC142	NM_014173.1	HSPC142 protein
222346	TUBB	NM_178014.2	beta 5-tubulin
229010	HSUP1|TALDO1	BC060315.1	
115184	SYF2	NM_015484.2	GCIP-interacting protein p29
213291	PDZK11	NM_016484.3	hypothetical protein LOC51248
215866	HERC4	NM_015601.2	hect domain and RLD 4
191676	WWP1	NM_007013.3	WW domain-containing protein 1
113409	null		
103341	ABHD14A	NM_015407.3	DKFZP564O243 protein
208774	null		
235229	LOC389156		
212373	MT1L	NM_005796.1	nuclear transport factor 2
231711	null		
169345	NUDCD3	NM_015332.2	KIAA1068 protein
174358	HSPC152	NM_016404.1	hypothetical protein HSPC152
160495	SNX5	AL121585.22_CDS_3	
236125	VTI1B	NM_006370.1	vesicle transport through interaction with t-SNAREs homolog 1B (yeast)
163223	FLJ39378	NM_178314.2	hypothetical protein FLJ39378
235617	null		
590611	LOC220906	BC036861.1	ribosomal protein L7-like 1
490209	C15orf27	AK056777.1	
170090	DSP	NM_004415.1	desmoplakin
188388	RPUSD2	NM_152260.1	C18B11 homolog (44.9kD)
131104	FAM10A5	NM_003932.3	family with sequence similarity 10, member A4;family with sequence similarity 10, member A5;suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)
197989	MRPL18	NM_014161.2	mitochondrial ribosomal protein L18
162483	RTCD1		
210049	H2AFY	NM_138609.1	H2A histone family, member Y
171969	TRAPPC5	BC042161.1	
128174	CLU	NM_001831.2	clusterin (complement lysis inhibitor, SP-40,40, sulfated glycoprotein 2, testosterone-repressed prostate message 2, apolipoprotein J)
137559	AGL	NM_000646.1	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)
127770	TIRAP	NM_148910.1	toll-interleukin 1 receptor (TIR) domain containing adaptor protein
206703	C9orf16	NM_024112.2	chromosome 9 open reading frame 16
119860	null		
176032	TM4SF1	NM_014220.1	transmembrane 4 superfamily member 1
222062	MRPS21	NM_018997.1	mitochondrial ribosomal protein S21
236503	null	AL158175.7_CDS_1	
235391	null		
107710	HNRPC	NM_031314.1	heterogeneous nuclear ribonucleoprotein C (C1/C2)
207854	ALG2	NM_033087.1	asparagine-linked glycosylation 2 homolog (yeast, alpha-1,3-mannosyltransferase)
129498	BAG5	NM_004873.1	BCL2-associated athanogene 5
102518	null		
173173	ARS2	NM_182800.1	arsenate resistance protein ARS2
119151	HIST1H4F	NM_003540.3	histone 1, H4f
227872	DNAJC4	NM_005528.1	DnaJ (Hsp40) homolog, subfamily C, member 4;hypothetical protein MGC13045
212692	DR1	NM_001938.2	down-regulator of transcription 1, TBP-binding (negative cofactor 2)
200774	NONO		
180202	CYP27A1	NM_000784.2	cytochrome P450, family 27, subfamily A, polypeptide 1
175816	RNPC3	NM_000699.2	hypothetical protein FLJ25070;amylase, alpha 2B; pancreatic;amylase, alpha 2A; pancreatic;amylase, alpha 1A; salivary
169718	RDBP	NM_002904.4	RD RNA binding protein
135636	LOC390006		
162382	HIST1H2AB	NM_003513.2	histone 1, H2ab
107034	TMEM59	NM_004872.3	chromosome 1 open reading frame 8
143873	MRPL50	NM_001016.2	ribosomal protein S12
161819	EXOSC7	NM_015004.2	exosome component 7
172081	C9orf10	NM_014612.2	chromosome 9 open reading frame 10
144993	POLR2A	NM_000937.2	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa
105289	null		
218044	SEPT10	NM_178584.1	septin 10
109525	BAP1	NM_004656.2	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)
111836	FAM3C	NM_014888.1	family with sequence similarity 3, member C
133819	RPL19	NM_000981.2	ribosomal protein L19
