Gene Name	Common	Genbank	Description
127216	RPL21	NM_000982.2	ribosomal protein L21
161051	PHF20L1	NM_016018.3	CGI-72 protein
137826	null		
525620	null		
160776	ARPC5L	NM_030978.1	actin related protein 2/3 complex, subunit 5-like
123845	MRPS28	NM_014018.2	mitochondrial ribosomal protein S28
203962	LOC285176		
234411	null		
183404	EIF2S1	NM_004094.3	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa
216014	UBXD6	NM_005671.1	reproduction 8
162231	CDK5RAP3	NM_176096.1	CDK5 regulatory subunit associated protein 3
192792	LOC401016		
170887	LOC285053	NM_000980.2	ribosomal protein L18a
120719	GBAP|GBA	BC062626.1	
194463	PTPN23	NM_015466.1	protein tyrosine phosphatase, non-receptor type 23
178237	KIAA0774		
109946	SFT2D1	NM_145169.1	chromosome 6 open reading frame 83
220353	PEA15	NM_003768.2	phosphoprotein enriched in astrocytes 15
165933	C3orf29	NM_022485.2	hypothetical protein FLJ22405
183675	CHORDC1	NM_012124.1	cysteine and histidine-rich domain (CHORD)-containing, zinc binding protein 1
155269	ATP5B	NM_001686.2	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide
210591	C20orf30	NM_014145.3	chromosome 20 open reading frame 30
163168	C2orf33	NM_020194.4	GL004 protein
197357	LOC341604		
169261	FLJ10769	NM_018210.1	hypothetical protein FLJ10769
196095	C17orf25	NM_016080.2	chromosome 17 open reading frame 25
102592	SAPS3	NM_018312.2	chromosome 11 open reading frame 23
165073	TRAF7	NM_206835.1	TNF receptor-associated factor 7
122265	NDUFA9	NM_005002.3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa
193402	CRI1	NM_014335.2	CREBBP/EP300 inhibitor 1
171791	PPAN	NM_020230.4	peter pan homolog (Drosophila)
115963	null	BX649033.1	
170505	LOC402643		
122012	KTN1|PDIA6	NM_004986.1	kinectin 1 (kinesin receptor)
119363	null		
164871	CAMTA1	AY037153.1	
201628	null		
168425	TLN1	NM_006289.2	talin 1
122861	RHEB	NM_005614.2	Ras homolog enriched in brain
207482	CAP1	NM_006367.2	CAP, adenylate cyclase-associated protein 1 (yeast)
171154	NEUROG1	NM_006161.2	neurogenin 1
159268	null		
181098	HIBCH	NM_014362.2	3-hydroxyisobutyryl-Coenzyme A hydrolase
145132	PPP1CC	NM_002710.1	protein phosphatase 1, catalytic subunit, gamma isoform
127963	C14orf112	NM_016468.3	chromosome 14 open reading frame 112
234027	null		
173777	CTNNBL1	NM_030877.3	catenin, beta like 1
104193	null		
117149	FLJ23436	NM_024671.2	hypothetical protein FLJ23436
212763	RAB6A	NM_002869.4	RAB6A, member RAS oncogene family
209418	LMO7	NM_005358.3	LIM domain only 7
171037	ALDH3A2	NM_000382.1	aldehyde dehydrogenase 3 family, member A2
222724	CAST	NM_001750.4	calpastatin
211519	ZNF24	NM_006965.1	zinc finger protein 24 (KOX 17)
122650	RAB1A	NM_004161.3	RAB1A, member RAS oncogene family
114895	UCK2	BC002906.2	
158931	SRRM1	NM_005839.2	serine/arginine repetitive matrix 1
236158	null		
105030	XPO1	NM_003400.2	exportin 1 (CRM1 homolog, yeast)
210134	SUMO1		
206935	MRPL23	NM_021134.2	mitochondrial ribosomal protein L23
221164	GNAS	NM_080426.1	GNAS complex locus
228350	null		
236942	LOC391062		
106464	PLA2G12A	AF332892.1	phospholipase A2, group XIIA
104594	RPS3A	NM_001006.2	ribosomal protein S3A
201611	ZNF578		
192035	NACA	NM_005594.2	nascent-polypeptide-associated complex alpha polypeptide;primase, polypeptide 1, 49kDa
203792	JTV1|EIF2AK1	NM_014413.2	heme-regulated initiation factor 2-alpha kinase
178334	NUDT5	NM_014142.2	nudix (nucleoside diphosphate linked moiety X)-type motif 5
183858	null		
232347	FLJ20582	NM_014106.2	hypothetical protein FLJ20582
227738	ZNF524	NM_153219.2	zinc finger protein 524
180938	CCT7	NM_006429.1	chaperonin containing TCP1, subunit 7 (eta)
155466	null		
180300	PIGP	NM_016430.2	Down syndrome critical region gene 5
202549	NIPSNAP1	NM_003678.3	chromosome 22 open reading frame 19;nipsnap homolog 1 (C. elegans)
119905	NDFIP1	NM_030571.2	Nedd4 family interacting protein 1
162160	NDUFS8	NM_002496.1	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
133488	HBLD2|LOC389293	NM_030940.2	HESB like domain containing 2
122028	ETF1	NM_004730.1	eukaryotic translation termination factor 1
202943	LOC440985		
234900	LOC400664		
231786	null		
206577	TRIM26	NM_003449.2	tripartite motif-containing 26
229802	null		
200925	PSMA3	NM_152132.1	proteasome (prosome, macropain) subunit, alpha type, 3
177872	YES1	NM_005433.2	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1
209485	LOC401152	NM_001001701.1	HCV F-transactivated protein 1
182612	VDAC1	NM_003374.1	voltage-dependent anion channel 1
175030	LOC51035	NM_015853.3	ORF
215580	PVT1|COL6A1	NM_001848.1	collagen, type VI, alpha 1
169282	UBAP1	NM_016525.3	ubiquitin associated protein 1
218419	FBXO38	NM_030793.3	F-box protein 38
102388	SDHA|SDHAL2	NM_004168.1	succinate dehydrogenase complex, subunit A, flavoprotein (Fp)
155891	PPT1	NM_000310.1	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)
103726	LOC391655		
194805	CDA08	NM_030790.2	T-cell immunomodulatory protein
163991	HINT1	NM_005340.3	histidine triad nucleotide binding protein 1
232716	null		
210872	CPNE3	NM_003909.2	copine III
115966	PRO1855	NM_018509.2	hypothetical protein PRO1855
203728	BZW1	NM_014670.2	basic leucine zipper and W2 domains 1
120114	HSPC128	NM_014167.1	HSPC128 protein
217147	SDC4	NM_002999.2	syndecan 4 (amphiglycan, ryudocan)
130161	ATP2C1	NM_001001487.1	ATPase, Ca++ transporting, type 2C, member 1
142594	LRRC40	NM_017768.3	hypothetical protein FLJ20331
143621	NIT1	NM_005600.1	nitrilase 1
187930	null		
157002	DDX47	NM_201224.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
191917	HIRIP5	NM_015700.1	HIRA interacting protein 5
151033	STX10	NM_003765.1	syntaxin 10
122680	PGAM1	NM_002629.2	phosphoglycerate mutase 1 (brain)
163142	C1QBP	NM_001212.3	complement component 1, q subcomponent binding protein
234385	null		
202159	null		
178312	null		
173154	SEC23IP	NM_007190.2	SEC23 interacting protein
214793	C6orf25	AP000508.1_CDS_1	
227737	TMCO1	AY359027.1	
168001	null		
210989	LMNA	NM_005572.2	lamin A/C
196184	null		
231022	null	AL121915.8_CDS_1	
139042	UBE2N	NM_003348.3	ubiquitin-conjugating enzyme E2N (UBC13 homolog, yeast)
177525	NUMB	NM_003744.3	numb homolog (Drosophila)
221853	SRP72	NM_006947.2	signal recognition particle 72kDa
199145	TFEB	AL035588.21_CDS_3	
122808	null	BC015996.1	
163592	YBX1	M83234.1	nuclease sensitive element binding protein 1
207537	PPM1B	NM_177969.1	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform
128402	null		
203592	null	NM_015933.1	hypothetical protein HSPC016
179632	LMAN1	NM_005570.2	lectin, mannose-binding, 1
120058	FKBP3	NM_002013.2	FK506 binding protein 3, 25kDa
165885	ESD	NM_001984.1	esterase D/formylglutathione hydrolase
235680	C7orf28A|C7orf28B		
156277	null		
137708	null		
184007	RPS19	NM_001022.3	ribosomal protein S19
126484	PCCA	NM_000282.1	propionyl Coenzyme A carboxylase, alpha polypeptide
182959	ACTR2	NM_005722.1	ARP2 actin-related protein 2 homolog (yeast)
225790	GAMT	NM_138924.1	guanidinoacetate N-methyltransferase
231105	LOC392872|LOC442286		
236335	null		
181457	LOC388654|LOC388524|LOC387867|LAMR1P15|RPSA	NM_002295.2	laminin receptor 1 (ribosomal protein SA, 67kDa)
143238	CSE1L	NM_001316.2	CSE1 chromosome segregation 1-like (yeast)
204591	THNSL1	AK094362.1	threonine synthase-like 1 (bacterial)
141978	RBBP7	NM_002893.2	retinoblastoma binding protein 7
130747	RPL29	NM_019096.3	GTP binding protein 2
192450	AQR	NM_014691.1	aquarius homolog (mouse)
176679	LAMB2	NM_002292.2	laminin, beta 2 (laminin S)
204107	SUCLG1	NM_003849.1	succinate-CoA ligase, GDP-forming, alpha subunit
201837	RPL29	NM_000992.2	ribosomal protein L29
187020	FTH1	NM_002032.1	ferritin, heavy polypeptide 1
214684	DYNLL1	NM_003746.1	dynein, cytoplasmic, light polypeptide 1
141383	YAF2	NM_005748.2	YY1 associated factor 2
201488	null		
216424	SC5DL	NM_006918.2	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like
205197	DNAJA1	NM_001539.1	DnaJ (Hsp40) homolog, subfamily A, member 1
141258	ATP5F1	NM_001688.2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit b, isoform 1
200724	DAG1	NM_004393.1	dystroglycan 1 (dystrophin-associated glycoprotein 1)
103095	null		
162382	HIST1H2AB	NM_003513.2	histone 1, H2ab
207683	C14orf2	NM_004894.1	chromosome 14 open reading frame 2
188840	PAIP1	NM_006451.3	poly(A) binding protein interacting protein 1
156126	MGC52110	BC047722.1	
116401	LOC441073		
149395	UBE2L6	NM_198183.1	ubiquitin-conjugating enzyme E2L 6
120950	LOC134147	NM_138809.2	hypothetical protein BC001573
178575	APOA1BP	NM_144772.1	apolipoprotein A-I binding protein
122902	EIF4EBP2	NM_004096.3	eukaryotic translation initiation factor 4E binding protein 2
162261	CTGLF1	NM_133446.1	centaurin, gamma-like family, member 1
167173	GNL2	NM_013285.1	nucleolar GTPase
163740	KIAA0738	BC039457.1	
144140	null		
101811	LOC388574|LOC494024|MGC70863	AC004908.1_CDS_2	
229693	null		
149647	HIST2H2AA|HIST2H2AC	NM_003517.2	histone 2, H2ac
114765	HBS1L	NM_006620.2	HBS1-like (S. cerevisiae)
116246	TAF7	NM_005642.2	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa
184432	ZNF289	NM_032389.2	zinc finger protein 289, ID1 regulated
199830	C1orf151	AX972341.1_CDS_1	
164088	SMAD3	NM_015400.1	DKFZP586N0721 protein
229888	LOC440125		
125629	TINF2	NM_012461.1	TERF1 (TRF1)-interacting nuclear factor 2
400283	KIAA0376	BC041571.1	
205454	ETFA	NM_000126.1	electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)
163523	LOC388720	NM_002954.3	ribosomal protein S27a
189524	ZNF161	NM_007146.1	zinc finger protein 161
163416	ATP5H	NM_006356.1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit d
204159	ATP5E	NM_006886.2	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit
216108	C21orf33	NM_004649.4	chromosome 21 open reading frame 33
120020	SNRPG	NM_003096.2	small nuclear ribonucleoprotein polypeptide G
109660	DCTN2	NM_006400.3	dynactin 2 (p50)
207965	LOC388345	NM_006451.3	poly(A) binding protein interacting protein 1
103585	CXX1	NM_003928.1	CAAX box 1
130267	EIF3S1	NM_003758.1	eukaryotic translation initiation factor 3, subunit 1 alpha, 35kDa
191262	ITGB1	NM_133376.1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)
185731	CALD1	NM_004342.5	caldesmon 1
122052	OAZ2	NM_002537.1	ornithine decarboxylase antizyme 2
205921	null		
167305	SLC39A11	NM_139177.2	solute carrier family 39 (metal ion transporter), member 11
164152	C2orf17	NM_024293.2	chromosome 2 open reading frame 17
135202	RPL4	NM_000968.2	ribosomal protein L4
118495	GFM1	NM_024996.5	mitochondrial elongation factor G1
210979	null		
141049	WDR75	NM_032168.1	hypothetical protein FLJ12519
183456	SFRS4	NM_005626.3	splicing factor, arginine/serine-rich 4
224642	CSNK1A1	NM_001892.3	casein kinase 1, alpha 1
151855	PPA2	NM_006903.3	inorganic pyrophosphatase 2
102001	LOC400986	NM_020970.1	KIAA1641 protein
204961	AZI2	NM_022461.2	5-azacytidine induced gene 2
228104	null		
128076	TUBB	NM_178014.2	beta 5-tubulin
107279	null		
443501	GTF2B	NM_001514.2	general transcription factor IIB
106389	EPB41		
145027	LOC441497		
174499	PIGP	NM_153681.1	Down syndrome critical region gene 5
191104	null	NM_005517.1	high-mobility group nucleosomal binding domain 2
170188	null		
128021	SPCS1	NM_014041.1	signal peptidase 12kDa
177382	ARF5	NM_001662.2	ADP-ribosylation factor 5
157355	LOC441630		
157646	ZNHIT1	NM_006349.2	zinc finger, HIT domain containing 1
134269	DPM3	NM_018973.3	dolichyl-phosphate mannosyltransferase polypeptide 3
162490	null		
161743	C6orf66	NM_014165.1	chromosome 6 open reading frame 66
105864	TMEM113	NM_025222.2	hypothetical protein PRO2730
209946	TBC1D15	NM_022771.3	TBC1 domain family, member 15
106167	HSPC148	NM_016403.1	hypothetical protein HSPC148
184699	FH	NM_000143.2	fumarate hydratase
234827	null		
111202	HMG20A	NM_018200.2	high-mobility group 20A
138608	null		
192008	SERP1	NM_014445.2	stress-associated endoplasmic reticulum protein 1
124164	NBR1	NM_031862.1	membrane component, chromosome 17, surface marker 2 (ovarian carcinoma antigen CA125)
105271	NME4	NM_005009.2	non-metastatic cells 4, protein expressed in
135387	GADD45GIP1	NM_052850.2	growth arrest and DNA-damage-inducible, gamma interacting protein 1
235895	null		
224334	TMEM59	NM_004872.3	chromosome 1 open reading frame 8
109173	null	AL354915.5_CDS_2	
204455	null		
177717	PPCS	NM_024664.1	hypothetical protein FLJ11838
179425	null		
201885	null		
160921	MGC90512	NM_001001655.1	similar to hypothetical protein 9530023G02
101120	ACAD9	NM_014049.3	acyl-Coenzyme A dehydrogenase family, member 9
207727	HYOU1	NM_006389.2	hypoxia up-regulated 1
152264	LOC401642	AL832540.1	
187598	HM13	NM_030789.2	histocompatibility (minor) 13
135492	MLX	NM_013383.2	transcription factor-like 4
154912	MRPL38	BC012332.1	
132203	ALDH18A1	NM_002860.2	pyrroline-5-carboxylate synthetase (glutamate gamma-semialdehyde synthetase)
229731	null		
101145	UBE2R2	NM_017811.2	ubiquitin-conjugating enzyme E2R 2
150309	C10orf7	NM_006023.1	chromosome 10 open reading frame 7
129671	RHOU	NM_002032.1	ferritin, heavy polypeptide 1
539197	C3orf34	NM_032898.2	hypothetical protein MGC14126
104562	VPS4A	NM_013245.2	vacuolar protein sorting 4A (yeast)
191627	NCOA4	NM_005437.1	nuclear receptor coactivator 4
613296	GSTM2|GSTM1	NM_146421.1	glutathione S-transferase M2 (muscle);glutathione S-transferase M1
179728	TOP1	NM_003286.2	topoisomerase (DNA) I
233151	C6orf163		
100710	MBNL1	NM_021038.3	muscleblind-like (Drosophila)
202350	null		
226673	AKR7A2	NM_003689.2	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)
170472	null		
135572	AFG3L1	NM_001132.1	AFG3 ATPase family gene 3-like 1 (yeast);FLJ45200 protein
172997	LOC286512		
157245	RPL31P4	NM_000993.2	ribosomal protein L31
147869	CHCHD2	NM_016139.2	coiled-coil-helix-coiled-coil-helix domain containing 2;phosphorylase kinase, gamma 1 (muscle)
226576	LOC388524|RPSA	NM_002295.2	laminin receptor 1 (ribosomal protein SA, 67kDa)
224154	ZNF161	NM_007146.1	zinc finger protein 161
133140	LOC285296		
200839	DNAJB6	NM_058246.3	DnaJ (Hsp40) homolog, subfamily B, member 6
180728	NUP88	NM_002532.3	nucleoporin 88kDa
121126	HIST1H4L	NM_003546.2	histone 1, H4l
188616	UQCRH	NM_006004.1	ubiquinol-cytochrome c reductase hinge protein
235986	null		
123438	FLJ14154	BC011267.1	
212943	ALS2CR2	NM_018571.4	amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2
202138	null		
216252	TTC19	NM_017775.2	hypothetical protein FLJ20343
110829	PPM1G	NM_177983.1	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform
707077	ZNF700	AL136732.1	
172638	LOC402496|LOC401336		hypothetical protein LOC349114
119513	ENO1	NM_001428.2	enolase 1, (alpha)
183186	NDUFV1	NM_007103.2	NADH dehydrogenase (ubiquinone) flavoprotein 1, 51kDa
210766	TMED10	NM_006827.4	transmembrane trafficking protein
134055	COX7C	NM_001867.2	cytochrome c oxidase subunit VIIc
210281	TFG	NM_006070.3	TRK-fused gene
186558	LOC442293|LOC442666		
200308	NME1-NME2|NME2	NM_176827.2	non-metastatic cells 2, protein (NM23B) expressed in;non-metastatic cells 1, protein (NM23A) expressed in
171026	C20orf30	NM_014145.3	chromosome 20 open reading frame 30
114157	null		
152483	EXOSC3	NM_016042.1	exosome component 3
179965	ACBD4	NM_024722.1	acyl-Coenzyme A binding domain containing 4
129837	null		
225657	MGMT	NM_002412.1	O-6-methylguanine-DNA methyltransferase
699542	null		
210604	LOC388519		
176430	MRPL46	NM_022163.2	mitochondrial ribosomal protein L46
159303	LOC440520|RPS27	NM_001030.2	ribosomal protein S27 (metallopanstimulin 1)
168470	ZYX	NM_003461.3	zyxin
164828	SEC23B	NM_032986.2	Sec23 homolog B (S. cerevisiae)
143239	IL32	NM_004221.3	natural killer cell transcript 4
209566	IDI1	NM_004508.2	isopentenyl-diphosphate delta isomerase
145429	MRPL46	NM_022163.2	mitochondrial ribosomal protein L46
221661	TXLNA	NM_175852.3	taxilin
188082	C14orf166	NM_016039.1	chromosome 14 open reading frame 166
134175	FLJ90024	NM_153342.1	fasting-inducible integral membrane protein TM6P1
191273	C10orf104		
173352	SCP2	NM_002979.2	sterol carrier protein 2
203712	TST	NM_003312.4	thiosulfate sulfurtransferase (rhodanese)
198428	ANKRD13	NM_033121.1	ankyrin repeat domain 13
127569	FUBP3	BC007874.2	
215560	TOMM22	NM_020243.3	translocase of outer mitochondrial membrane 22 homolog (yeast);chromosome 22 open reading frame 2
111955	NR2F2	NM_021005.2	nuclear receptor subfamily 2, group F, member 2
171160	GNAI2	NM_002070.1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2
105539	KRT8	NM_002273.1	keratin 8
109238	RBBP4	NM_005610.1	retinoblastoma binding protein 4
191794	IRF2BP2	BC020516.1	interferon regulatory factor 2 binding protein 2
181180	ZBTB38	BC072415.1	
177393	RP11-114G1.1|SP3	NM_003111.1	Sp3 transcription factor
125728	FAM48A		
236343	null		
227711	ZNF85	NM_003429.1	zinc finger protein 85 (HPF4, HTF1)
166876	VCL	NM_003373.2	vinculin
114957	SUMO2	NM_006937.2	SMT3 suppressor of mif two 3 homolog 2 (yeast)
206656	DPPA3	NM_199286.1	germ and embryonic stem cell enriched protein STELLA;developmental pluripotency associated 3
172064	PHPT1	NM_014172.2	phosphohistidine phosphatase 1
147811	LOC391656		
219563	ALDH7A1	NM_001182.1	aldehyde dehydrogenase 7 family, member A1
194041	TCF12	NM_207040.1	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)
235618	null		
208636	LOC317671		
150607	DNAJC11	NM_018198.1	DnaJ (Hsp40) homolog, subfamily C, member 11
123127	SLC30A9	NM_006345.2	solute carrier family 30 (zinc transporter), member 9
160600	HSPC016	NM_015933.1	hypothetical protein HSPC016
204367	SNW1	NM_012245.2	SKI interacting protein
197886	RPS6	NM_001010.2	ribosomal protein S6
184288	CALU	NM_001219.2	calumenin
170184	UBE2L3	NM_003347.2	ubiquitin-conjugating enzyme E2L 3
205999	CLN5	NM_006493.1	ceroid-lipofuscinosis, neuronal 5
214795	RPS6	NM_001010.2	ribosomal protein S6
381027	LOC440356	AK131031.1	
170500	null		
202313	GPR126	NM_020455.3	G protein-coupled receptor 126
128153	COX5B	NM_001862.2	cytochrome c oxidase subunit Vb
224040	C21orf59	NM_021254.1	chromosome 21 open reading frame 59
185358	null		
179836	GALIG|LGALS3	NM_002306.1	galectin-3 internal gene;lectin, galactoside-binding, soluble, 3 (galectin 3)
189484	LOC392347		
169477	STATIP1	NM_018255.1	signal transducer and activator of transcription 3 interacting protein 1
197852	SUB1P1		
166599	null		
128176	WAC	NM_100486.1	WW domain containing adaptor with coiled-coil
192381	C6orf51	NM_138408.1	chromosome 6 open reading frame 51
